utility_id,year,ctu_id,customer_class_id,mwh_per_year,number_of_customers
85,2018,2395049,1,5950.297,590
85,2018,2395082,1,1797.831,168
85,2018,2395084,1,16665.333,1354
85,2018,2395096,1,843.078,84
85,2018,2395097,1,47660.402,4853
85,2018,2395111,1,37781.135,4429
85,2018,2395118,1,37273.848,5305
85,2018,2395187,1,67655.448,9834
85,2018,2395195,1,1720.257,190
85,2018,2395201,1,56467.52,9231
85,2018,2395227,1,12251.995,1516
85,2018,2395259,1,27303.749,1690
85,2018,2395265,1,50094.227,6533
85,2018,2394789,2,24275.284,664
85,2018,2395118,2,13816.201,360
85,2018,2394789,3,31685.941,92
85,2018,2395118,3,57256.758,84
85,2018,2394717,5,22393.866,1571
85,2018,2394738,5,18922.455,2089
85,2018,2394747,5,65557.422,4273
85,2018,2394789,5,110563.701,7184
85,2018,2394826,5,414741.695,13626
85,2018,2394871,5,4820.746,252
85,2018,2394924,5,331690.023,10939
85,2018,2394963,5,27712.554,1744
85,2018,2394988,5,5990.17,452
85,2018,2395007,5,12.33,0
85,2018,2395049,5,7730.391,673
85,2018,2395082,5,1803.887,168
85,2018,2395084,5,34372.522,1659
85,2018,2395096,5,1268.525,110
85,2018,2395097,5,137492.747,5544
85,2018,2395111,5,54271.935,4757
85,2018,2395118,5,108649.461,5749
85,2018,2395187,5,188501.669,10817
85,2018,2395195,5,2136.987,227
85,2018,2395201,5,197409.767,10215
85,2018,2395227,5,26646.382,1819
85,2018,2395259,5,33911.147,1841
85,2018,2395261,5,NULL,NULL
85,2018,2395265,5,172828.307,7308
85,2018,2394717,7,14133.911,322
85,2018,2394826,7,335039.536,1706
85,2018,2394924,7,253978.967,1181
85,2018,2395084,7,17637.097,305
85,2018,2395097,7,89428.502,691
85,2018,2395111,7,16290.126,328
85,2018,2395187,7,120424.293,983
85,2018,2395201,7,140565.228,984
85,2018,2394738,8,6169.254,175
85,2018,2394747,8,30424.774,399
85,2018,2394871,8,1930.949,65
85,2018,2394963,8,4973.807,162
85,2018,2394988,8,NULL,NULL
85,2018,2395049,8,1674.69,83
85,2018,2395082,8,NULL,NULL
85,2018,2395096,8,368.819,26
85,2018,2395195,8,403.967,37
85,2018,2395227,8,14194.246,303
85,2018,2395259,8,6607.398,151
85,2018,2395261,8,NULL,NULL
85,2018,2395265,8,122127.713,775
85,2018,2394717,9,30.627,NULL
85,2018,2394738,9,27.251,NULL
85,2018,2394789,9,60.715,NULL
85,2018,2394826,9,137.921,NULL
85,2018,2394924,9,365.543,NULL
85,2018,2395084,9,13.571,NULL
85,2018,2395096,9,50.04,NULL
85,2018,2395097,9,305.289,NULL
85,2018,2395111,9,104.547,NULL
85,2018,2395118,9,77.445,NULL
85,2018,2395187,9,185.35,NULL
85,2018,2395201,9,165.782,NULL
85,2018,2395227,9,154.155,NULL
85,2018,2395265,9,33.081,NULL
85,2018,2394717,10,60.764,NULL
85,2018,2394738,10,20.546,NULL
85,2018,2394747,10,7.888,NULL
85,2018,2394789,10,7.663,NULL
85,2018,2394826,10,138.426,NULL
85,2018,2394924,10,108.117,NULL
85,2018,2394963,10,3.945,NULL
85,2018,2395049,10,48.373,NULL
85,2018,2395084,10,12.276,NULL
85,2018,2395097,10,30.117,NULL
85,2018,2395111,10,19.19,NULL
85,2018,2395118,10,29.534,NULL
85,2018,2395187,10,120.543,NULL
85,2018,2395201,10,94.756,NULL
85,2018,2395265,10,251.422,NULL
85,2018,2394717,11,30.071,NULL
85,2018,2394738,11,61.869,NULL
85,2018,2394747,11,325.312,NULL
85,2018,2394789,11,146.733,NULL
85,2018,2394826,11,376.027,NULL
85,2018,2394871,11,4.368,NULL
85,2018,2394924,11,719.196,NULL
85,2018,2394988,11,3.718,NULL
85,2018,2395007,11,12.33,NULL
85,2018,2395049,11,57.031,NULL
85,2018,2395082,11,6.056,NULL
85,2018,2395084,11,44.245,NULL
85,2018,2395096,11,6.588,NULL
85,2018,2395097,11,68.437,NULL
85,2018,2395111,11,76.937,NULL
85,2018,2395118,11,195.675,NULL
85,2018,2395187,11,116.035,NULL
85,2018,2395195,11,12.763,NULL
85,2018,2395201,11,116.481,NULL
85,2018,2395227,11,45.986,NULL
85,2018,2395265,11,321.864,NULL
15,2015,2395216,2,0,NULL
15,2016,2395216,2,0,NULL
15,2017,2395216,2,0,NULL
15,2017,2395216,1,9.092,NULL
15,2016,2395216,1,10.405,NULL
15,2015,2395216,1,10.704,NULL
15,2017,2394747,1,40598,4210
15,2015,2394747,1,41607,4209
15,2016,2394747,1,42381,4210
130,2016,2394988,6,3836,102
130,2017,2394988,6,3908,107
130,2015,2394988,6,3982,102
130,2017,2394988,1,10988,678
130,2016,2394988,1,11130,668
130,2015,2394988,1,11215,657
15,2015,2394747,2,12437,NULL
15,2017,2394747,2,12749,NULL
15,2016,2394747,2,12750,NULL
130,2015,2395084,1,20433,983
130,2017,2395084,1,20784,1018
130,2016,2395084,1,20952,1007
130,2016,2395084,6,21112,144
130,2015,2395084,6,21333,138
130,2017,2395084,6,22114,157
85,2015,2394717,9,24.074,NULL
85,2015,2394717,10,60.764,NULL
85,2015,2394717,11,82.93,NULL
85,2015,2394717,1,7526.292,1271
85,2015,2394717,7,13299.266,324
85,2015,2394717,5,20993.326,1595
85,2015,2394738,10,20.546,NULL
85,2015,2394738,9,65.249,NULL
85,2015,2394738,11,84.925,NULL
85,2015,2394738,8,5249.353,167
85,2015,2394738,1,12184.229,1913
85,2015,2394738,5,17604.302,2080
85,2015,2394747,10,7.94,NULL
85,2015,2394747,11,383.96,NULL
85,2015,2394747,8,30894.597,362
85,2015,2394747,5,60351.904,3789
85,2015,2394747,1,29065.407,3427
85,2015,2394789,11,256.777,NULL
85,2015,2394789,10,7.717,NULL
85,2015,2394789,9,109.449,NULL
85,2015,2394789,3,33478.473,92
85,2015,2394789,1,51039.151,6131
85,2015,2394789,5,108693.267,6881
85,2015,2394789,2,23801.7,658
85,2015,2394826,9,206.867,NULL
85,2015,2394826,10,139.415,NULL
85,2015,2394826,11,527.233,NULL
85,2015,2394826,1,76737.682,11805
85,2015,2394826,7,351908.724,1671
85,2015,2394826,5,429519.921,13476
85,2015,2394871,11,5.314,NULL
85,2015,2394871,8,1979.586,65
85,2015,2394871,1,2617.365,180
85,2015,2394871,5,4602.265,245
85,2015,2394924,10,108.117,NULL
85,2015,2394924,9,625.216,NULL
85,2015,2394924,11,817.739,NULL
85,2015,2394924,1,67277.566,8990
85,2015,2394924,7,270393.487,1154
85,2015,2394924,5,339222.125,10144
85,2015,2394963,10,3.943,NULL
85,2015,2394963,8,4165.378,151
85,2015,2394963,1,21786.495,1565
85,2015,2394963,5,25955.816,1716
85,2015,2394988,8,NULL,NULL
85,2015,2394988,11,7.978,NULL
85,2015,2394988,1,5741.924,441
85,2015,2394988,5,5749.902,441
85,2015,2395007,11,32.798,NULL
85,2015,2395007,8,758.219,64
85,2015,2395007,1,3411.432,339
85,2015,2395007,5,4202.449,403
85,2015,2395049,10,48.373,NULL
85,2015,2395049,11,62.114,NULL
85,2015,2395049,8,1637.865,81
85,2015,2395049,1,5521.435,548
85,2015,2395049,5,7269.787,629
85,2015,2395082,8,NULL,NULL
85,2015,2395082,11,19.531,NULL
85,2015,2395082,1,1497.346,167
85,2015,2395082,5,1516.877,167
85,2015,2395084,9,10.057,NULL
85,2015,2395084,10,16.133,NULL
85,2015,2395084,11,52.087,NULL
85,2015,2395084,5,32130.77,1452
85,2015,2395084,1,15066.751,1182
85,2015,2395084,7,16985.742,270
85,2015,2395096,11,17.268,NULL
85,2015,2395096,9,50.854,NULL
85,2015,2395096,8,401.972,27
85,2015,2395096,1,791.809,86
85,2015,2395096,5,1261.903,113
85,2015,2395097,9,334.729,NULL
85,2015,2395097,10,29.651,NULL
85,2015,2395097,11,88.737,NULL
85,2015,2395097,1,46412.938,4650
85,2015,2395097,7,96050.36,670
85,2015,2395097,5,142916.415,5320
85,2015,2395111,11,205.977,NULL
85,2015,2395111,10,19.19,NULL
85,2015,2395111,9,122.118,NULL
85,2015,2395111,1,35694.049,4433
85,2015,2395111,5,51643.539,4764
85,2015,2395111,7,15602.205,331
85,2015,2395118,11,290.043,NULL
85,2015,2395118,10,27.797,NULL
85,2015,2395118,9,44.536,NULL
85,2015,2395118,1,35658.407,5239
85,2015,2395118,7,74611.385,452
85,2015,2395118,5,110632.168,5691
85,2015,2395187,10,161.382,NULL
85,2015,2395187,9,268.878,NULL
85,2015,2395187,11,324.768,NULL
85,2015,2395187,1,64784.295,9736
85,2015,2395187,7,122663.702,1006
85,2015,2395187,5,188203.025,10742
85,2015,2395195,8,336.374,33
85,2015,2395195,11,28.938,NULL
85,2015,2395195,1,1548.657,172
85,2015,2395195,5,1913.969,205
85,2015,2395201,11,323.984,NULL
85,2015,2395201,9,364.405,NULL
85,2015,2395201,10,94.756,NULL
85,2015,2395201,1,54765.106,8975
85,2015,2395201,7,134061.093,966
85,2015,2395201,5,189609.344,9941
85,2015,2395227,9,235.973,NULL
85,2015,2395227,11,125.165,NULL
85,2015,2395227,1,11267.129,1452
85,2015,2395227,8,14328.984,303
85,2015,2395227,5,25957.251,1755
85,2015,2395259,5,32628.448,1750
85,2015,2395259,8,6633.209,147
85,2015,2395259,1,25995.239,1603
85,2015,2395261,5,NULL,NULL
85,2015,2395265,10,251.381,NULL
85,2015,2395265,9,26.981,NULL
85,2015,2395265,11,528.638,NULL
85,2015,2395265,1,48019.472,6428
85,2015,2395265,8,122997.926,753
85,2015,2395265,5,171824.398,7181
85,2015,2395278,10,38.249,NULL
85,2015,2395278,11,79.174,NULL
85,2015,2395278,1,106.5,19
85,2015,2395278,8,391.05,33
85,2015,2395278,5,614.973,52
85,2016,2394717,9,29.749,NULL
85,2016,2394717,10,60.764,NULL
85,2016,2394717,11,82.93,NULL
85,2016,2394717,1,7727.076,1286
85,2016,2394717,7,14333.457,337
85,2016,2394717,5,22233.976,1623
85,2016,2394738,10,20.547,NULL
85,2016,2394738,9,31.059,NULL
85,2016,2394738,11,84.925,NULL
85,2016,2394738,8,5321.357,168
85,2016,2394738,1,11781.398,1912
85,2016,2394738,5,17239.286,2080
85,2016,2394747,10,7.942,NULL
85,2016,2394747,11,384.329,NULL
85,2016,2394747,5,60770.734,3792
85,2016,2394747,1,29957.905,3430
85,2016,2394747,8,30420.558,362
85,2016,2394789,11,254.03,NULL
85,2016,2394789,10,7.636,NULL
85,2016,2394789,9,97.447,NULL
85,2016,2394789,1,50951.495,6177
85,2016,2394789,7,56594.003,748
85,2016,2394789,5,107904.611,6925
85,2016,2394826,9,208.893,NULL
85,2016,2394826,10,138.532,NULL
85,2016,2394826,11,521.005,NULL
85,2016,2394826,1,76961.354,11807
85,2016,2394826,7,339212.618,1681
85,2016,2394826,5,417042.402,13488
85,2016,2394871,11,5.316,NULL
85,2016,2394871,8,2039.604,64
85,2016,2394871,1,2488.987,182
85,2016,2394871,5,4533.907,246
85,2016,2394924,10,108.117,NULL
85,2016,2394924,9,445.775,NULL
85,2016,2394924,11,816.835,NULL
85,2016,2394924,1,72435.453,8984
85,2016,2394924,7,260100.384,1149
85,2016,2394924,5,333906.564,10133
85,2016,2394963,10,4.057,NULL
85,2016,2394963,8,4218.079,157
85,2016,2394963,1,21844.717,1569
85,2016,2394963,5,26066.853,1726
85,2016,2394988,8,NULL,NULL
85,2016,2394988,11,7.977,NULL
85,2016,2394988,1,5719.693,443
85,2016,2394988,5,5727.67,443
85,2016,2395007,11,32.798,NULL
85,2016,2395007,8,730.67,64
85,2016,2395007,1,3328.789,340
85,2016,2395007,5,4092.257,404
85,2016,2395049,10,48.373,NULL
85,2016,2395049,11,69.899,NULL
85,2016,2395049,8,1593.357,80
85,2016,2395049,1,5626.041,559
85,2016,2395049,5,7337.67,639
85,2016,2395082,8,NULL,NULL
85,2016,2395082,11,19.142,NULL
85,2016,2395082,1,1696.203,167
85,2016,2395082,5,1715.345,167
85,2016,2395084,9,10.336,NULL
85,2016,2395084,10,15.969,NULL
85,2016,2395084,11,54.41,NULL
85,2016,2395084,5,33329.599,1531
85,2016,2395084,1,15680.214,1249
85,2016,2395084,7,17568.67,282
85,2016,2395096,8,NULL,NULL
85,2016,2395096,11,15.509,NULL
85,2016,2395096,9,51.584,NULL
85,2016,2395096,1,822.348,86
85,2016,2395096,5,889.441,86
85,2016,2395097,9,298.374,NULL
85,2016,2395097,10,28.821,NULL
85,2016,2395097,11,82.073,NULL
85,2016,2395097,1,46720.91,4678
85,2016,2395097,7,93265.081,675
85,2016,2395097,5,140395.259,5353
85,2016,2395111,11,207.345,NULL
85,2016,2395111,10,19.19,NULL
85,2016,2395111,9,120.356,NULL
85,2016,2395111,1,36109.878,4428
85,2016,2395111,5,51972.808,4759
85,2016,2395111,7,15516.039,331
85,2016,2395118,11,260.721,NULL
85,2016,2395118,10,26.067,NULL
85,2016,2395118,9,31.797,NULL
85,2016,2395118,1,35815.392,5253
85,2016,2395118,3,56069.517,83
85,2016,2395118,5,106273.243,5700
85,2016,2395118,2,14069.749,364
85,2016,2395187,10,159.677,NULL
85,2016,2395187,9,242.113,NULL
85,2016,2395187,11,324.668,NULL
85,2016,2395187,1,65825.949,9790
85,2016,2395187,7,123146.092,998
85,2016,2395187,5,189698.499,10788
85,2016,2395195,8,339.739,35
85,2016,2395195,11,28.94,NULL
85,2016,2395195,1,1526.661,179
85,2016,2395195,5,1895.34,214
85,2016,2395201,9,271.756,NULL
85,2016,2395201,11,317.638,NULL
85,2016,2395201,10,94.758,NULL
85,2016,2395201,1,55134.46,9004
85,2016,2395201,7,136938.937,966
85,2016,2395201,5,192757.549,9970
85,2016,2395227,9,151.58,NULL
85,2016,2395227,11,125.902,NULL
85,2016,2395227,1,11269.024,1456
85,2016,2395227,8,14126.459,301
85,2016,2395227,5,25672.965,1757
85,2016,2395259,5,32554.046,1781
85,2016,2395259,8,6360.721,147
85,2016,2395259,1,26193.325,1634
85,2016,2395261,5,NULL,NULL
85,2016,2395265,10,251.418,NULL
85,2016,2395265,9,28.974,NULL
85,2016,2395265,11,530.228,NULL
85,2016,2395265,1,47272.658,6462
85,2016,2395265,8,123463.985,752
85,2016,2395265,5,171547.263,7214
85,2016,2395278,10,37.702,NULL
85,2016,2395278,11,78.37,NULL
85,2016,2395278,1,103.187,19
85,2016,2395278,8,456.409,34
85,2016,2395278,5,675.668,53
85,2017,2394717,9,31.056,NULL
85,2017,2394717,11,49.36,NULL
85,2017,2394717,10,60.764,NULL
85,2017,2394717,1,7630.469,1260
85,2017,2394717,7,13578.179,331
85,2017,2394717,5,21349.828,1591
85,2017,2394738,10,20.546,NULL
85,2017,2394738,9,30.246,NULL
85,2017,2394738,11,84.925,NULL
85,2017,2394738,8,5456.08,167
85,2017,2394738,1,11814.417,1913
85,2017,2394738,5,17406.214,2080
85,2017,2394747,11,347.276,NULL
85,2017,2394747,10,7.94,NULL
85,2017,2394747,5,57097.109,3789
85,2017,2394747,8,28307.412,361
85,2017,2394747,1,28434.481,3428
85,2017,2394789,11,170.631,NULL
85,2017,2394789,10,7.664,NULL
85,2017,2394789,9,65.529,NULL
85,2017,2394789,1,50621.214,6292
85,2017,2394789,7,55824.129,742
85,2017,2394789,5,106689.167,7034
85,2017,2394826,9,163.017,NULL
85,2017,2394826,10,139.74,NULL
85,2017,2394826,11,528.019,NULL
85,2017,2394826,1,74321.449,11913
85,2017,2394826,7,326508.157,1681
85,2017,2394826,5,401660.382,13594
85,2017,2394871,11,5.314,NULL
85,2017,2394871,8,2000.3,66
85,2017,2394871,1,2661.155,183
85,2017,2394871,5,4666.769,249
85,2017,2394924,9,322.514,NULL
85,2017,2394924,10,108.117,NULL
85,2017,2394924,11,817.732,NULL
85,2017,2394924,1,71047.831,9392
85,2017,2394924,7,248350.402,1152
85,2017,2394924,5,320646.596,10544
85,2017,2394963,10,3.928,NULL
85,2017,2394963,8,4154.322,159
85,2017,2394963,1,21490.988,1570
85,2017,2394963,5,25649.238,1729
85,2017,2394988,8,NULL,NULL
85,2017,2394988,11,5.494,NULL
85,2017,2394988,1,5563.755,446
85,2017,2394988,5,5569.249,446
85,2017,2395007,11,16.756,NULL
85,2017,2395007,8,723.919,65
85,2017,2395007,1,3365.603,341
85,2017,2395007,5,4106.278,406
85,2017,2395049,10,48.373,NULL
85,2017,2395049,11,61.227,NULL
85,2017,2395049,8,1721.922,84
85,2017,2395049,1,5616.987,567
85,2017,2395049,5,7448.509,651
85,2017,2395082,8,NULL,NULL
85,2017,2395082,11,11.865,NULL
85,2017,2395082,1,1682.389,166
85,2017,2395082,5,1694.254,166
85,2017,2395084,9,14.193,NULL
85,2017,2395084,10,14.681,NULL
85,2017,2395084,11,55.705,NULL
85,2017,2395084,5,33481.17,1591
85,2017,2395084,1,15607.831,1296
85,2017,2395084,7,17788.76,295
85,2017,2395096,8,345.452,26
85,2017,2395096,11,7.26,NULL
85,2017,2395096,9,52.317,NULL
85,2017,2395096,1,763.466,84
85,2017,2395096,5,1168.495,110
85,2017,2395097,9,315.724,NULL
85,2017,2395097,10,31.414,NULL
85,2017,2395097,11,72.586,NULL
85,2017,2395097,1,44680.468,4693
85,2017,2395097,7,89984.042,688
85,2017,2395097,5,135084.234,5381
85,2017,2395111,10,19.19,NULL
85,2017,2395111,9,117.419,NULL
85,2017,2395111,11,128.8,NULL
85,2017,2395111,1,35341.984,4426
85,2017,2395111,5,51206.053,4749
85,2017,2395111,7,15598.66,323
85,2017,2395118,11,170.472,NULL
85,2017,2395118,10,26.92,NULL
85,2017,2395118,9,41.371,NULL
85,2017,2395118,1,35007.543,5275
85,2017,2395118,3,54739.975,87
85,2017,2395118,5,104263.843,5724
85,2017,2395118,2,14277.562,362
85,2017,2395187,9,238.574,NULL
85,2017,2395187,10,132.337,NULL
85,2017,2395187,11,149.132,NULL
85,2017,2395187,1,63712.43,9825
85,2017,2395187,7,115861.817,988
85,2017,2395187,5,180094.29,10813
85,2017,2395195,11,18.865,NULL
85,2017,2395195,8,379.951,36
85,2017,2395195,1,1564.48,190
85,2017,2395195,5,1963.296,226
85,2017,2395201,9,166.7,NULL
85,2017,2395201,10,94.756,NULL
85,2017,2395201,11,145.572,NULL
85,2017,2395201,1,53481.031,9038
85,2017,2395201,7,139373.512,967
85,2017,2395201,5,193261.571,10005
85,2017,2395227,11,68.263,NULL
85,2017,2395227,9,125.783,NULL
85,2017,2395227,1,11113.686,1499
85,2017,2395227,8,14428.294,301
85,2017,2395227,5,25736.026,1800
85,2017,2395259,5,31983.787,1808
85,2017,2395259,8,6374.254,149
85,2017,2395259,1,25609.533,1659
85,2017,2395261,5,NULL,NULL
85,2017,2395265,10,251.356,NULL
85,2017,2395265,9,33.644,NULL
85,2017,2395265,11,530.641,NULL
85,2017,2395265,1,47473.738,6491
85,2017,2395265,8,121162.21,758
85,2017,2395265,5,169451.589,7249
85,2017,2395278,10,37.98,NULL
85,2017,2395278,11,56.638,NULL
85,2017,2395278,1,103.937,19
85,2017,2395278,8,482.793,34
85,2017,2395278,5,681.348,53
85,2018,2395285,1,13479.565,1809
85,2018,2395287,1,77947.704,10811
85,2018,2395345,1,1029006.227,178047
85,2018,2395350,1,203845.977,24181
85,2018,2395351,1,4583.657,238
85,2018,2395352,1,31860.295,2227
85,2018,2395420,1,4471.134,304
85,2018,2395429,1,95951.139,12881
85,2018,2395483,1,12740.622,1496
85,2018,2395589,1,42882.117,3898
85,2018,2395609,1,7456.869,732
85,2018,2395610,1,1468.434,125
85,2018,2395614,1,44650.352,4606
85,2018,2395626,1,2511.367,312
85,2018,2395642,1,6013.218,1210
85,2018,2395696,1,4378.041,564
85,2018,2395708,1,2875.463,461
85,2018,2395725,1,49203.016,5000
85,2018,2395733,1,31101.723,4746
85,2018,2395756,1,6772.967,761
85,2018,2395764,1,2520.626,275
85,2018,2395818,1,28463.614,3110
85,2018,2395350,2,159239.892,1969
85,2018,2395350,3,244245.828,375
85,2018,2395285,5,71632.281,2218
85,2018,2395287,5,194742.646,11884
85,2018,2395345,5,3892929.379,196064
85,2018,2395350,5,608830.107,26525
85,2018,2395351,5,4679.248,265
85,2018,2395352,5,38246.81,2440
85,2018,2395420,5,7717.149,411
85,2018,2395429,5,211543.083,14169
85,2018,2395483,5,30160.907,1751
85,2018,2395589,5,66983.898,4466
85,2018,2395609,5,9682.085,822
85,2018,2395610,5,1469.893,125
85,2018,2395614,5,201183.697,5356
85,2018,2395626,5,2539.541,312
85,2018,2395642,5,10235.037,1284
85,2018,2395696,5,8113.705,653
85,2018,2395708,5,7424.692,502
85,2018,2395725,5,79787.694,5414
85,2018,2395733,5,84494.952,5513
85,2018,2395756,5,16742.17,1029
85,2018,2395764,5,4810.706,332
85,2018,2395818,5,42150.648,3336
85,2018,2395285,7,57975.544,409
85,2018,2395287,7,115327.669,1073
85,2018,2395345,7,2834632.008,18017
85,2018,2395420,7,3240.041,107
85,2018,2395483,7,17226.186,255
85,2018,2395589,7,23946.063,568
85,2018,2395614,7,155716.011,750
85,2018,2395733,7,53034.012,767
85,2018,2395756,7,9908.481,268
85,2018,2395764,7,2262.684,57
85,2018,2395351,8,75.76,27
85,2018,2395352,8,6225.609,213
85,2018,2395429,8,114887.066,1288
85,2018,2395609,8,2190.434,90
85,2018,2395610,8,NULL,NULL
85,2018,2395626,8,NULL,NULL
85,2018,2395642,8,4178.44,74
85,2018,2395696,8,3713.889,89
85,2018,2395708,8,4533.543,41
85,2018,2395725,8,30363.824,414
85,2018,2395818,8,13582.429,226
85,2018,2395285,9,77.903,NULL
85,2018,2395287,9,260.32,NULL
85,2018,2395345,9,13603.924,NULL
85,2018,2395350,9,320.71,NULL
85,2018,2395352,9,10.67,NULL
85,2018,2395420,9,1.055,NULL
85,2018,2395429,9,127.336,NULL
85,2018,2395589,9,31.01,NULL
85,2018,2395609,9,16.401,NULL
85,2018,2395642,9,31.381,NULL
85,2018,2395708,9,12.75,NULL
85,2018,2395725,9,10.273,NULL
85,2018,2395733,9,171.288,NULL
85,2018,2395756,9,12.761,NULL
85,2018,2395818,9,42.758,NULL
85,2018,2395285,10,7.886,NULL
85,2018,2395287,10,1005.293,NULL
85,2018,2395345,10,2328.897,NULL
85,2018,2395350,10,560.332,NULL
85,2018,2395352,10,2.554,NULL
85,2018,2395429,10,181.138,NULL
85,2018,2395483,10,93.926,NULL
85,2018,2395589,10,2.554,NULL
85,2018,2395609,10,5.108,NULL
85,2018,2395614,10,73.571,NULL
85,2018,2395642,10,1.972,NULL
85,2018,2395696,10,6.487,NULL
85,2018,2395725,10,24.402,NULL
85,2018,2395733,10,25.745,NULL
85,2018,2395756,10,4.525,NULL
85,2018,2395818,10,34.069,NULL
85,2018,2395285,11,91.383,NULL
85,2018,2395287,11,201.66,NULL
85,2018,2395345,11,13358.323,NULL
85,2018,2395350,11,617.368,NULL
85,2018,2395351,11,19.831,NULL
85,2018,2395352,11,147.682,NULL
85,2018,2395420,11,4.919,NULL
85,2018,2395429,11,396.404,NULL
85,2018,2395483,11,100.173,NULL
85,2018,2395589,11,122.154,NULL
85,2018,2395609,11,13.273,NULL
85,2018,2395610,11,1.459,NULL
85,2018,2395614,11,743.763,NULL
85,2018,2395626,11,28.174,NULL
85,2018,2395642,11,10.026,NULL
85,2018,2395696,11,15.288,NULL
85,2018,2395708,11,2.936,NULL
85,2018,2395725,11,186.179,NULL
85,2018,2395733,11,162.184,NULL
85,2018,2395756,11,43.436,NULL
85,2018,2395764,11,27.396,NULL
85,2018,2395818,11,27.778,NULL
130,2015,2395352,6,315,14
130,2016,2395352,6,317,14
130,2017,2395352,6,323,14
15,2015,2395317,2,17.698,NULL
15,2016,2395317,2,18.057,NULL
15,2017,2395317,2,17.544,NULL
15,2015,2395317,1,96.445,NULL
15,2016,2395317,1,111.757,NULL
15,2017,2395317,1,123.961,NULL
130,2017,2395420,6,786,55
130,2016,2395420,6,800,54
130,2015,2395420,6,827,49
15,2015,2395614,2,96303,NULL
15,2017,2395614,2,97481,NULL
15,2016,2395614,2,101207,NULL
15,2017,2395429,2,2525,NULL
15,2015,2395429,2,2686,NULL
15,2016,2395429,2,2821,NULL
130,2017,2395352,1,10215,655
130,2015,2395352,1,10237,644
130,2016,2395352,1,10282,650
130,2017,2395420,1,18540,1256
130,2015,2395420,1,18739,1246
130,2016,2395420,1,18838,1254
15,2017,2395429,1,23645,1601
15,2015,2395429,1,23987,1588
15,2016,2395429,1,24010,1594
15,2015,2395614,1,196626,18433
15,2017,2395614,1,198174,18931
15,2016,2395614,1,201375,18770
85,2015,2395285,10,7.886,NULL
85,2015,2395285,9,17.722,NULL
85,2015,2395285,11,135.351,NULL
85,2015,2395285,7,56746.274,391
85,2015,2395285,5,70285.929,2203
85,2015,2395285,1,13378.696,1812
85,2015,2395287,9,281.075,NULL
85,2015,2395287,11,290.756,NULL
85,2015,2395287,10,1056.972,NULL
85,2015,2395287,1,77600.094,10794
85,2015,2395287,7,118053.569,1076
85,2015,2395287,5,197282.466,11870
85,2015,2395345,7,NULL,17697
85,2015,2395345,5,NULL,190625
85,2015,2395345,10,2411.719,NULL
85,2015,2395345,11,12013.142,NULL
85,2015,2395345,9,15170.572,NULL
85,2015,2395345,1,951024.412,172928
85,2015,2395350,10,560.332,NULL
85,2015,2395350,9,625.845,NULL
85,2015,2395350,11,866.977,NULL
85,2015,2395350,2,172461.329,1955
85,2015,2395350,1,199565.684,23540
85,2015,2395350,3,246057.059,382
85,2015,2395350,5,620137.226,25877
85,2015,2395351,11,42.192,NULL
85,2015,2395351,8,71.449,25
85,2015,2395351,1,4511.466,238
85,2015,2395351,5,4625.107,263
85,2015,2395352,10,2.554,NULL
85,2015,2395352,9,10.674,NULL
85,2015,2395352,11,150.368,NULL
85,2015,2395352,5,33633.65,2187
85,2015,2395352,8,5113.967,203
85,2015,2395352,1,28356.087,1984
85,2015,2395420,11,11.072,NULL
85,2015,2395420,7,3232.759,107
85,2015,2395420,1,4257.264,297
85,2015,2395420,5,7501.095,404
85,2015,2395429,9,295.299,NULL
85,2015,2395429,10,144.453,NULL
85,2015,2395429,11,498.214,NULL
85,2015,2395429,1,92646.258,12629
85,2015,2395429,8,120756.556,1234
85,2015,2395429,5,214340.78,13863
85,2015,2395483,11,173.136,NULL
85,2015,2395483,10,93.93,NULL
85,2015,2395483,1,11761.377,1463
85,2015,2395483,7,16265.888,252
85,2015,2395483,5,28294.331,1715
85,2015,2395589,10,2.554,NULL
85,2015,2395589,9,48.266,NULL
85,2015,2395589,11,88.625,NULL
85,2015,2395589,1,35706.27,3071
85,2015,2395589,5,58901.517,3529
85,2015,2395589,7,23055.802,458
85,2015,2395599,9,3.959,NULL
85,2015,2395599,11,32.801,NULL
85,2015,2395599,8,56.991,24
85,2015,2395599,1,3894.482,505
85,2015,2395599,5,3988.233,529
85,2015,2395609,10,5.108,NULL
85,2015,2395609,9,35.254,NULL
85,2015,2395609,11,50.582,NULL
85,2015,2395609,7,2362.633,91
85,2015,2395609,1,7417.497,735
85,2015,2395609,5,9871.074,826
85,2015,2395610,8,NULL,NULL
85,2015,2395610,11,5.056,NULL
85,2015,2395610,1,1388.835,124
85,2015,2395610,5,1393.891,124
85,2015,2395614,10,144.65,NULL
85,2015,2395614,11,707.969,NULL
85,2015,2395614,1,40076.158,4158
85,2015,2395614,7,152063.705,714
85,2015,2395614,5,192992.482,4872
85,2015,2395626,8,NULL,NULL
85,2015,2395626,11,39.685,NULL
85,2015,2395626,1,2161.689,310
85,2015,2395626,5,2201.374,310
85,2015,2395642,10,1.972,NULL
85,2015,2395642,11,28.833,NULL
85,2015,2395642,9,38.027,NULL
85,2015,2395642,8,4514.051,76
85,2015,2395642,1,5611.539,1210
85,2015,2395642,5,10194.422,1286
85,2015,2395696,10,9.86,NULL
