Year,County,Landfill,WTE,Onsite,MSW_Compost,Organics,Recycling,Recycling_Rate
2016,Red Lake,1560,0,8.4,0,0,210.65,0.118405891
2017,Red Lake,1535.54,0,8.395,0,0,272.26,0.149906811
2018,Red Lake,1555,0,8.395,0,0,278.3,0.151110797
2019,Red Lake,1604,0,8.395,0,0,301.8,0.157664188
2020,Red Lake,1669,0,8.395,0,0,417.96,0.19946978
2021,Red Lake,1774,0,8.395,0,0,267.06,0.130307814
2022,Red Lake,1694.21,0,8.395,0,0,299.97,0.149792143
2023,Red Lake,1664,0,8.395,0,0,461.27,0.216186702
1991,Redwood/Renville,11744,0,0,0,0,2172.25412,0.156094744
1992,Redwood/Renville,11901.72,0,0,0,0,2894.48276,0.195623351
1993,Redwood/Renville,11450.79,0,0,0,0,3528.57564,0.235562421
1994,Redwood/Renville,13620.61,0,0,0,0,4097.232893,0.231248968
1995,Redwood/Renville,15441.03,0,0,0,0,5012.295,0.245060155
1996,Redwood/Renville,10674.61,0,0,0,9.5,5136.593,0.325275874
1997,Redwood/Renville,10196,0,0,0,9.7,5415.4396,0.347294739
1998,Redwood/Renville,12554,0,0,0,10.1,7447.955901,0.372678147
1999,Redwood/Renville,13097,0,0,0,732.4,15052.61881,0.546534469
2000,Redwood/Renville,12772.39,0,0,0,921.13,14279.45885,0.543402579
2001,Redwood/Renville,13914.57,0,0,0,1001.13,15309.15447,0.53963153
2002,Redwood/Renville,15666.35,0,0,0,1273.34,12811.02801,0.473412709
2003,Redwood/Renville,15159.4,0,0,0,1273.34,13581.78203,0.494931154
2004,Redwood/Renville,16802.51,0,0,0,468.5,13835.94,0.459847076
2005,Redwood/Renville,16744.38,0,0,0,0,10260.42,0.379948009
2006,Redwood/Renville,16060.01,0,0,0,0,5739,0.263268837
2007,Redwood/Renville,16761,0,0,0,2030,18601.27001,0.551752274
2008,Redwood/Renville,15600.2,0,0,0,0,7711.559993,0.330801278
2009,Redwood/Renville,14907.61,0,0,0,2074,18361.08998,0.578198326
2010,Redwood/Renville,14495.24,0,0,0,0,9739.550024,0.401882996
2011,Redwood/Renville,14251.49,0,0,0,81,8378.329032,0.372480139
2012,Redwood/Renville,14089.22,0,0,0,313.18,9107.161721,0.400702567
2013,Redwood/Renville,14845.92,0,0,0,202.75,9279.769941,0.389770983
2014,Redwood/Renville,15485,0,689.65,0,506,13622.16,0.46623267
2015,Redwood/Renville,14907,0,586.39,0,611.82,11964.13,0.448031553
2016,Redwood/Renville,13355,0,1642.06,0,584.22,12857.07,0.47264662
2017,Redwood/Renville,16449,0,1644.5805,0,696.04,13909.31,0.446661398
2018,Redwood/Renville,17888.36,0,1427.15,0,708.86,13358.99,0.421403058
2019,Redwood/Renville,12686.91,0,1427.15,0,658.28,10596.89,0.44365438
2020,Redwood/Renville,14336.53,0,1427.15,0,663.96,11540.79,0.436375942
2021,Redwood/Renville,14391.9,0,1388.95275,0,769.89,14037.62,0.484089656
2022,Redwood/Renville,15040,0,1388.95275,0,1424.46,13469.36,0.475494942
2023,Redwood/Renville,15687,0,1455.27325,0,899.69,12292.37,0.434888741
1991,Rice,27664,0,1888.875,0,0,4872.88142,0.141547548
1992,Rice,28955,0,1888.875,0,0,5729.89566,0.156666801
1993,Rice,28642,0,4772.5575,0,0,6904.15142,0.171239397
1994,Rice,28884,0,4948.43275,0,7200,13706.20539,0.381927759
1995,Rice,28200,0,5025.247,0,11880,13286.27,0.430991885
1996,Rice,28950,573,3878.90975,0,21895,12178.65,0.504977656
1997,Rice,28701,573,2194.87275,0,24600,12586.1141,0.54163748
1998,Rice,29215,525,2421.118,0,21674,12165.58537,0.512715526
1999,Rice,29687,500,2727.5355,0,21500,12996.43941,0.511733282
2000,Rice,32272,500,1951.8375,0,19459,12569.328,0.479809573
2001,Rice,35195,600,1872.085,0,19543,13909.94199,0.470373022
2002,Rice,35209.68,750,1660.95075,0,19640,16770.37648,0.491826031
2003,Rice,37219,752,1343.2,0,19175,18730.73935,0.490880201
2004,Rice,39799,887,1301.225,0,18768,17484.91694,0.463354437
2005,Rice,42496,946,2560.475,0,24339,18929.08944,0.484684842
2006,Rice,45896,904,2560.475,0,24210,17597.82484,0.458578529
2007,Rice,46590,927,2560.475,0,27645,12740.94784,0.446434001
2008,Rice,43380.58,651,2560.475,0,28244.3,16925.80349,0.492251972
2009,Rice,41926.57,0,2560.475,0,25350,21240.47779,0.511547486
2010,Rice,41473,0,2560.475,0,29763.6,27724.63958,0.566265452
2011,Rice,42968,60,2308.625,0,27216,30029.54756,0.558045771
2012,Rice,41381.2,568,2308.625,0,25555,33322.53263,0.570876312
2013,Rice,40213,1175,2098.75,0,28385,42045.87132,0.618261429
2014,Rice,39171,0,2098.75,0,31113,44320,0.646368659
2015,Rice,39265,0,2728.38,0,30416,47036.2,0.648430859
2016,Rice,43531,0,823.55,0,29359,47377.4,0.633708795
2017,Rice,47299.65,265.61,818.5125,0,30615.9,40798.1,0.596121268
2018,Rice,49671.03,1303,755.55,0,38509.64,39759.17,0.602075226
2019,Rice,50836.39,1306.4,755.55,0,35769.65,41426.8,0.593386176
2020,Rice,42665.7,1128.5,755.55,0,36789.5,42180.2,0.639330081
2021,Rice,44695,988,468.02125,0,31343.22,41421.96,0.611902998
2022,Rice,45128.6,1299.7,468.02125,0,36339.3,48312.8,0.643505252
2023,Rice,46923.74,1453,461.725,0,41913.2,49040.59,0.650635402
1991,Rock,2792,0,1261.34875,0,0,1113.36538,0.215488094
1992,Rock,2265.17,0,1694.9505,0,0,1231.97074,0.23727833
1993,Rock,2691.15,0,1762.53025,0,0,1156.093575,0.206085595
1994,Rock,2771.84,0,1646.2595,0,0,1941.056968,0.30523812
1995,Rock,3269.97,0,944.4375,0,0,1864.91,0.306763054
1996,Rock,2880,0,797.525,0,0,1830.36,0.332316307
1997,Rock,2906,0,797.525,0,0,2012.614532,0.352093318
1998,Rock,3107,0,755.55,0,0,2446.224107,0.387749516
1999,Rock,3800,0,713.575,0,0,3319.81875,0.42380338
2000,Rock,3381,0,629.625,0,0,3238.158539,0.446717511
2001,Rock,3342,0,629.625,0,0,2843.326,0.417218847
2002,Rock,3605,0,629.625,0,0,3372.328165,0.443321799
2003,Rock,3420.55,0,587.65,0,0,2726.759998,0.404866547
2004,Rock,3880,0,587.65,0,0,3236.57,0.420103528
2005,Rock,3933.69,0,587.65,0,0,4277.7,0.486155308
2006,Rock,4018.77,0,545.675,0,0,2611.072003,0.363886254
2007,Rock,3930.68,0,545.675,0,0,2297.489995,0.339170736
2008,Rock,4314.85,0,461.725,0,0,2241.76,0.31941479
2009,Rock,3923.04,0,419.75,0,0,2546.307755,0.369614113
2010,Rock,3815,0,419.75,0,0,2538.840016,0.374814539
2011,Rock,4104.3,0,419.75,0,0,2264.321349,0.333558851
2012,Rock,4357.1,0,419.75,0,0,2205.760012,0.315893342
2013,Rock,3949.1,0,419.75,0,0,2355.160007,0.350261229
2014,Rock,5661,0,335.8,0,0,2106.89,0.259991436
2015,Rock,4575,0,335.8,0,0,1910.97,0.280128178
2016,Rock,4118,0,335.8,0,0,2120.71,0.322565484
2017,Rock,4336.35,0,314.8125,0,2.1,2223.81,0.323671155
2018,Rock,4353.14,0,314.8125,0,3.32,1862.88,0.285607047
2019,Rock,3883,0,314.8125,0,1.51,1874.39,0.308855581
2020,Rock,4190.08,0,314.8125,0,0,1990.17,0.306412756
2021,Rock,4164.46,0,314.8125,0,14.43,1832.18,0.291913421
2022,Rock,4531.49,0,314.8125,0,14.43,1987.72,0.292350717
2023,Rock,4395.87,0,314.8125,0,0,1973.86,0.295287224
1991,Roseau,10152,18,690.48875,0,0,6711.12392,0.38192988
1992,Roseau,10684,0,698.464,0,0,6427.87816,0.360907056
1993,Roseau,10199,0,697.20475,0,0,4566.346342,0.295316492
1994,Roseau,9868,0,714.4145,0,0,9686.471102,0.477898553
1995,Roseau,9483,0,629.625,0,0,8662.99,0.461395805
1996,Roseau,10165.74,0,671.6,0,0,8181.87,0.430189792
1997,Roseau,9932.44,0,679.995,0,0,8325.839996,0.439630325
1998,Roseau,9869.51,0,685.032,0,0,8467.248975,0.445134161
1999,Roseau,10180.76,0,683.77275,0,0,8330.0288,0.433978592
2000,Roseau,10474.22,0,684.61225,0,0,8656.18653,0.436849777
2001,Roseau,10573.26,0,685.8715,0,206,8054.381046,0.423185826
2002,Roseau,10701.7,0,686.29125,0,450,8333.173202,0.435432135
2003,Roseau,10474,0,682.09375,0,531,7754.248975,0.4261665
2004,Roseau,10794.03,0,682.09375,0,0,8555.0424,0.427086588
2005,Roseau,10212.68,0,682.09375,0,0,9691.1872,0.470766812
2006,Roseau,10208,0,682.09375,0,0,8720.0888,0.444671475
2007,Roseau,9948.76,0,684.1925,0,0,9166,0.462953785
2008,Roseau,9458.87,0,682.09375,0,0,9237,0.476675471
2009,Roseau,8836.61,0,682.09375,0,0,7686.439087,0.446752414
2010,Roseau,8550.65,0,668.242,0,0,8413,0.477146752
2011,Roseau,8779.52,0,668.242,0,0,9017,0.488335566
2012,Roseau,8650.1,0,668.242,0,0,9549,0.506112626
2013,Roseau,8637.46,0,668.242,0,0,9426.132004,0.503214581
2014,Roseau,9711,0,651.45,0,0,10676,0.507451832
2015,Roseau,9746,0,656.07,0,0,9160,0.468253104
2016,Roseau,9046,0,661.11,0,0,7489,0.435505472
2017,Roseau,9153,0,682.09375,0,0,16288,0.62350961
2018,Roseau,9546.51,0,682.09375,0,0,11894,0.53764015
2019,Roseau,10050.16,0,661.94575,0,0,9554,0.471427521
2020,Roseau,10634.42,0,639.699,0,0,18222,0.617776189
2021,Roseau,10346.94,0,643.8965,0,0,8879,0.446858232
2022,Roseau,10690.36,0,643.8965,0,0,7673,0.403687928
2023,Roseau,10484.73,0,639.699,0,0,17119.87,0.606135419
1991,Scott,35373,0,0,0,0,5614.3823,0.136978309
1992,Scott,21828,0,0,0,0,10243.4479,0.31939462
1993,Scott,32514.18,0,0,39.9,0,15600.26725,0.32396384
1994,Scott,26087,5852,0,0,0,9422.946996,0.227816814
1995,Scott,29862.83,11252.12,0,0,0,36856.66,0.47269333
1996,Scott,36177.09,253.41,293.825,0,0,29730,0.447374945
1997,Scott,38314.36,1043.14,146.9125,0,0,33931.19943,0.462053744
1998,Scott,46517.36,239,73.45625,0,0,71828.13715,0.605337738
1999,Scott,51075.57,528.45,36.938,0,0,60948.34953,0.541333372
2000,Scott,55683.77,753,34.83925,0,0,66246.18403,0.539825418
2001,Scott,51906.02,2728,34.4195,0,0.3,47146.36007,0.463061572
2002,Scott,51895,3785,34.83925,0,277,49884,0.473771923
2003,Scott,52559.65,6770,33.16025,0,169,69393.73762,0.539557433
2004,Scott,58305.06,7373,13.85175,0,1.75,47044.42539,0.41730507
2005,Scott,52689,15926,13.85175,0,571,50166.7736,0.42505829
2006,Scott,49691.47,20880.42,0,0,941.13,54979.47794,0.44208636
2007,Scott,65671.93,12248.53,0,0,1044,52431.89536,0.406981573
2008,Scott,68178.49,4355,33.16025,0,942.77,50325.71297,0.414005958
2009,Scott,59090.05,7059,10.49375,0,988.07,37397.75346,0.367169053
2010,Scott,48538.12,10751,10.49375,0,1083.43,31285.92993,0.353111403
2011,Scott,45309.96,13413.62,10.49375,0,1216.52,43847.38827,0.434150139
2012,Scott,41670.47,13400.82,10.49375,0,943.44,48035.48953,0.470676473
2013,Scott,42677.21,8367.65,8.395,0,1477.65,39003.85646,0.442252821
2014,Scott,38091,4204,8.4,0,12261.51,57609.29,0.622877631
2015,Scott,49628,5129,8.4,0,13591.65,74028.73,0.615373108
2016,Scott,45954.07,8633,41.98,0,18964.67,56964.13,0.581572077
2017,Scott,57377.17,8958.38,41.975,0,17860.87,59062.04,0.536794672
2018,Scott,55152.27,8671.18,41.975,0,19955.08,61739.43,0.561243106
2019,Scott,66965.61,197.37,41.975,0,25566.48,63576.99,0.570159053
2020,Scott,73991.04,67.45,41.975,0,21999.17,70268.37,0.554599065
2021,Scott,77767.92,0.71,0,0,30000.63,58298.82,0.531706334
2022,Scott,72447.74,0,0,0,19154.92,64960.46,0.537261777
2023,Scott,79184.27,0,0,0,27540.05,56198.78,0.513977637
1991,Sherburne,11051.704,9893,1953.09675,0,0,3245.13964,0.124130629
1992,Sherburne,7090,15414,1858.23325,6361,0,10352.87772,0.252041332
1993,Sherburne,26710.29,22502.7,1817.93725,2353.5,55,11149.23876,0.173470664
1994,Sherburne,1580,21444,1817.93725,1179,0,6469.479127,0.199119613
1995,Sherburne,3142,20768,1890.97375,165,0,12662.9,0.327809195
1996,Sherburne,2819,20605,642.2175,0,7.5,16938.11,0.413188366
1997,Sherburne,4423.85,20184,642.2175,0,0,13576.01348,0.349662215
1998,Sherburne,12541,21377,642.2175,0,27,14179.2048,0.291311196
1999,Sherburne,22557.29,8683.58,642.2175,0,211.11,14224.85933,0.311663715
2000,Sherburne,24745,21022.2,642.2175,0,200,13162.18381,0.223554054
2001,Sherburne,24319.6,20976.24,623.32875,0,221.15,19942.18115,0.305123613
2002,Sherburne,26001,21060,623.32875,0,210,21469.73644,0.312549969
2003,Sherburne,29918.8,21020.2,1613.09925,0,387,25079.85271,0.3264188
2004,Sherburne,30684.88,22715.96,1652.136,0,105.72,26389.26691,0.324900659
2005,Sherburne,28769.7,21296.53,1248.75625,0,11.8,30297.20022,0.371324675
2006,Sherburne,30799.04,20204.74,1259.25,0,502.21,30904.68291,0.375366581
2007,Sherburne,24405.91,20334.71,419.75,0,0,19905.90632,0.305932773
2008,Sherburne,21427.62,19533.14,209.875,0,502.7,30123.55903,0.426568021
2009,Sherburne,29347.49,15819.921,167.9,0,50.21,29930.32392,0.398064099
2010,Sherburne,36499.37,15431,167.9,0,662.53,24509.5152,0.325766048
2011,Sherburne,23685.41,16698.31,62.9625,0,105,14754.64459,0.268678927
2012,Sherburne,22737.61,19641.91,62.9625,0,167.37,17438.98864,0.29320064
2013,Sherburne,19582.21,19450.54,62.9625,0,698.67,24253.03979,0.389581796
2014,Sherburne,23446,19784,62.96,0,14816.95,23023.8,0.466399848
2015,Sherburne,29224,20028,62.96,0,19787.43,25493.75,0.47867894
2016,Sherburne,25440,23523,62.96,0,8927.03,29471.06,0.439216554
2017,Sherburne,26625,22336,62.9625,0,10537.17,29190.67,0.447628543
2018,Sherburne,26092,23419.41,62.9625,0,6762.8,34933.42,0.456841781
2019,Sherburne,36638.52,5642,12.5925,0,7858.4,31364.6,0.481168677
2020,Sherburne,38807,5265,70.09825,0,10445,24667.26,0.443032545
2021,Sherburne,38751.17,4084,5.037,0,6664.94,33974.09,0.486816021
2022,Sherburne,41698.39,5313.95,10.9135,0,13496.24,23917.68,0.443097731
2023,Sherburne,39544.31,5236.45,62.9625,0,13422.98,17438.31,0.407651871
1991,Sibley,4384,0,983.894,0,0,1408.43086,0.207845829
1992,Sibley,3978.23,0,2677.1655,0,0,2868.27878,0.301173549
1993,Sibley,4639.4,0,2677.1655,0,0,3102.709843,0.29778557
1994,Sibley,3658.35,0,2637.709,0,0,1026.180573,0.140145725
1995,Sibley,2972.79,417.78,2635.1905,415.19,1129.5,1427.9,0.284207645
1996,Sibley,3448.53,537.29,2632.25225,139.84,0,2834.66,0.295505723
1997,Sibley,3157.23,754.4,2629.73375,196.35,0,2472.210327,0.268428958
1998,Sibley,3604.01,454.27,2434.55,243.72,0,1710.030404,0.202452392
1999,Sibley,3407.78,929.88,2392.575,0,0,2443.486651,0.266357182
2000,Sibley,3509.3,880.1,1794.43125,0,1284.17,3979.133585,0.459792224
2001,Sibley,3548.26,886.47,1773.44375,0,1431.99,4307.646801,0.480392351
2002,Sibley,4769,1171,1595.05,0,2245,2305.4249,0.376520156
2003,Sibley,2956.86,1033.85,1553.075,0,2300,1766.719997,0.423153622
2004,Sibley,5267.77,1404.73,442.83625,0,2411,2216.010002,0.394044759
2005,Sibley,5762.22,227.1,442.83625,0,0,2903.405382,0.311004897
2006,Sibley,5409.63,465.68,442.83625,0,2923,2045.190334,0.440195124
2007,Sibley,5749.3,480.26,433.60175,0,3923.83,1899.623724,0.466375675
2008,Sibley,5673.09,509.54,461.725,0,4275.35,2049.192938,0.487670037
2009,Sibley,5674.74,756.49,461.725,0,5193.01,1314.460003,0.485616688
2010,Sibley,5991.93,858.65,486.91,0,5440.3,1470.908343,0.485041382
2011,Sibley,5571.76,773.78,486.91,0,4200,1608.877957,0.459514853
2012,Sibley,5871.59,732.14,491.1075,0,4200,1676.302564,0.453028996
2013,Sibley,5030,832,474.3175,0,2600,3533.092524,0.491851059
2014,Sibley,5296,562,440.74,0,2730,3564.27,0.499822521
2015,Sibley,4937,576,440.74,0,3005,3539.91,0.523649354
2016,Sibley,4788,603,1259.25,0,2005,4839.81,0.507208564
2017,Sibley,5591,452,1175.3,0,3200,5008.25,0.532085917
2018,Sibley,6396.27,521,1133.325,0,3205,5312.82,0.51409987
2019,Sibley,6696,1059,1071.62175,0,2750,6058.84,0.499495852
2020,Sibley,7145.39,596.29,1055.67125,0,0,2304.5,0.207577993
2021,Sibley,5825.63,740.08,986.4125,0,0,2450.15,0.244959333
2022,Sibley,5976.92,1497.31,902.4625,0,0,2539.28,0.232620593
2023,Sibley,6147.13,1754.38,787.03125,0,0,2623.35,0.231910822
1991,St. Louis - partial,56402,1713,3574.591,0,0,6769.00002,0.098877291
1992,St. Louis - partial,59269.7,0,3574.591,0,0,13112.59798,0.17263211
1993,St. Louis - partial,45446.8,0,1783.9375,0,0,15540.02921,0.247567937
1994,St. Louis - partial,46004.4,0,1783.9375,0,0,26297.48922,0.354959786
1995,St. Louis - partial,47352,1323,1783.9375,0,0,36790.5,0.42167034
1996,St. Louis - partial,42793,1392,1762.95,0,0,35381.65,0.435040256
1997,St. Louis - partial,42144,1789,1762.95,0,0,38071.16222,0.454488178
1998,St. Louis - partial,44119,1600,318.1705,0,0,45680.48065,0.498055501
1999,St. Louis - partial,48227,637,329.50375,0,0,47015.88303,0.488682909
2000,St. Louis - partial,47569,0,327.405,0,0,55594.09615,0.537190327
2001,St. Louis - partial,50200,0,327.405,0,0,52689,0.510471179
2002,St. Louis - partial,50388,0,328.2445,0,0,54210.69201,0.516651813
2003,St. Louis - partial,52585,0,329.084,0,0,55082.08557,0.5100374
2004,St. Louis - partial,54560,0,329.9235,0,0,52619.18516,0.489439321
2005,St. Louis - partial,54066,0,330.763,0,0,61482.74923,0.530574802
2006,St. Louis - partial,54039,0,331.18275,0,0,62747.934,0.535766248
2007,St. Louis - partial,54006,0,332.02225,0,0,60860.35272,0.528309125
2008,St. Louis - partial,55869,0,332.86175,0,0,61440,0.522263071
2009,St. Louis - partial,51890,0,332.86175,0,0,55508.21459,0.515247935
2010,St. Louis - partial,50347,0,332.86175,0,46,53157.75933,0.512147717
2011,St. Louis - partial,51854.37,0,332.86175,0,0,60633.45689,0.537432076
2012,St. Louis - partial,52819,0,332.86175,0,360.5,63879.35654,0.547226478
2013,St. Louis - partial,51572.86,0,332.86175,0,238.77,66612.15493,0.562923649
2014,St. Louis - partial,51320,0,196.44,0,507.7,55571.89,0.521205011
2015,St. Louis - partial,51785,0,196.02,0,617.21,56182.76,0.52214978
2016,St. Louis - partial,51832,0,195.6,0,665.44,55996.23,0.521317974
2017,St. Louis - partial,52028,0,195.18375,0,566.11,55424.67,0.517408087
2018,St. Louis - partial,51842,0,193.085,0,239.25,53841.68,0.509639662
2019,St. Louis - partial,52604.68,0,190.98625,0,6611.14,56916.14,0.546128533
2020,St. Louis - partial,53480.99,0,188.8875,0,5896.59,52197.44,0.519792403
2021,St. Louis - partial,53952.08,0,184.69,0,8256.2,50933.93,0.522295501
2022,St. Louis - partial,53672.48,0,182.59125,0,6075.17,43159,0.477587859
2023,St. Louis - partial,56792.68,0,80.592,0,672.16,72061.93,0.561187952
1991,Stearns,6801,2763,8936.05775,41126,0,14618.3108,0.19689454
1992,Stearns,6665,715,9119.06875,39905,234,26732.3684,0.323452405
1993,Stearns,4970,33230,9055.26675,12265,1280,25695.26429,0.311868879
1994,Stearns,17461,28411,9101.43925,11628,1664.56,27921.87862,0.307590096
1995,Stearns,52758,443,9315.51175,1787,1778,34355.3,0.359761519
1996,Stearns,20854,38127,9194.204,232,1796,36268,0.357505115
1997,Stearns,20960,40796,6130.8685,0,1796,30477.22793,0.322216422
1998,Stearns,34750.66,32862.75,6253.4355,0,1200,41899.62786,0.368478476
1999,Stearns,40386.28,33402.96,9056.94575,0,2264.61,58763.53198,0.424176731
2000,Stearns,37323.53,35072.51,9056.94575,0,546,54899.83319,0.405013233
2001,Stearns,33430.15,38316.37,2945.38575,0,2468.84,65101.10674,0.474968838
2002,Stearns,32846.05,40577.48,2945.38575,0,2693.27,71422.48473,0.492513653
2003,Stearns,36365,41133.28,2930.6945,0,1560,75155.09345,0.488183197
2004,Stearns,36864,37154,2775.80675,0,1121.02,85961.67602,0.531392204
2005,Stearns,37031.4,37209.95,1213.917,0,1134.84,90786.60109,0.549188965
2006,Stearns,37976.3,35292.9,1198.38625,0,1617.58,79621.81011,0.521745345
2007,Stearns,38237.21,37782.32,1213.917,0,2075.07,93110.13165,0.552058622
2008,Stearns,35573.94,37040.3,1259.25,0,0,95442.39314,0.56369427
2009,Stearns,41200.4,25807.4,1259.25,0,0,86942.19393,0.560161185
2010,Stearns,64122.1,1664,1259.25,0,0,56775.39005,0.458528919
2011,Stearns,43678.2,19207.2,1259.25,0,224.83,61878.65437,0.491916056
2012,Stearns,29009.3,33188.2,1385.175,0,145.5,59917.37452,0.48576657
2013,Stearns,29142.4,36487.5,1385.175,0,144.5,63251.3185,0.486123642
2014,Stearns,24087,38628,1595.05,0,560,65912,0.508265469
2015,Stearns,26066,36945,1601.35,0,1153.6,70271.92,0.525041446
2016,Stearns,31261,34716,1607.22,0,654.2,54235.1,0.448172797
2017,Stearns,31270,34741,1674.38275,0,2622,47718,0.426518422
2018,Stearns,27292,34194,1674.38275,0,1848,46286.2,0.432493647
2019,Stearns,34344.6,36244.1,1723.91325,0,996.86,36092.13,0.339016878
2020,Stearns,30362.38,36113.89,1694.9505,0,8355.13,34528.16,0.386146315
2021,Stearns,42076.66,29990.9,1719.71575,0,13375.04,35058.2,0.396277496
2022,Stearns,42831.99,31974.55,1719.71575,0,4993.05,68942.31,0.491390177
2023,Stearns,62918.47,30172.5,1719.71575,0,3987,79599.98,0.468543014
1991,Steele,18400,0,644.31625,0,0,13333.82904,0.411815715
1992,Steele,18364,0,644.31625,0,0,15012.908,0.441280651
1993,Steele,19740,0,1049.375,0,0,20168.67437,0.492422727
1994,Steele,23324,0,1049.375,0,0,25854.36575,0.514742757
1995,Steele,21737,0,1049.375,0,0,33683.34,0.596485036
1996,Steele,23631,0,1049.375,0,0,31508.34,0.56075922
1997,Steele,27012,0,1049.375,0,0,44078.8,0.611015984
1998,Steele,28675,0,1049.375,0,0,40352.46151,0.575831666
1999,Steele,28670,0,1049.375,0,0,42856.62612,0.590506854
2000,Steele,30140.48,0,1154.3125,0,0,40942.40489,0.566777316
2001,Steele,28007.14,0,1154.3125,0,0,38892.794,0.571496945
2002,Steele,29627,0,1154.3125,0,0.00000001,33083.22665,0.518021849
2003,Steele,29901.72,288.35,1091.35,0,0,34273.17353,0.522818794
2004,Steele,31946.12,0,1070.3625,0,0,32575.88102,0.496641366
2005,Steele,33927,0,1091.35,0,0,40373.38202,0.535514717
2006,Steele,32838.58,0,1049.375,0,0,44193.15005,0.565990325
2007,Steele,31497.73,0,1007.4,0,0,44278.06055,0.576663463
2008,Steele,29840.91,0,1007.4,0,0,45810.75187,0.597590823
2009,Steele,26564.27,0,1007.4,0,0,36583.67996,0.570235841
2010,Steele,33569.35,0,1007.4,0,47.5000001,34639.8808,0.500798615
2011,Steele,27312.1,0,1007.4,0,106,36531.66,0.564028046
2012,Steele,30138,0,1007.4,0,0,30909.79999,0.49810169
2013,Steele,27163,0,1007.4,0,18,31609.57898,0.528907156
2014,Steele,30000,0,965.43,0,103.7,32185.85,0.510466528
2015,Steele,31000,0,923.45,0,10.05,38829.55,0.548868371
2016,Steele,32000,0,797.53,0,71.03,33124.43,0.503014941
2017,Steele,37579.84,0,797.525,0,54.92,33641.73,0.467528415
2018,Steele,39621,0,795.42625,0,519.2,53503.93,0.572039219
2019,Steele,39674.56,0,1888.875,0,138.33,55406.27,0.571987684
2020,Steele,40132.44,0,1884.6775,0,375.62,47199.1,0.531016232
2021,Steele,38385.97,0,1885.09725,0,715.86,48915.48,0.552057965
2022,Steele,35313,0,1007.4,0,47.35,44030.36,0.548243112
2023,Steele,38484.2,0,1049.375,0,1064.86,46340.53,0.545272077
1991,Stevens,0,4262.99,1259.66975,0,0,808.57646,0.127712256
1992,Stevens,0,3972.61,1259.66975,0,0,866.72258,0.142108911
1993,Stevens,0,4194,1133.74475,0,0,1475.71879,0.216906989
1994,Stevens,503,3904,864.26525,0,0,1522.183008,0.224066328
1995,Stevens,401,4034,814.73475,0,0,1414.24,0.212221692
1996,Stevens,443,3630,765.624,0,0,1581.91,0.246382933
1997,Stevens,105,4185,717.35275,0,0,1585.866138,0.240529878
1998,Stevens,2014,2420,669.921,0,0,1604.754001,0.239205805
1999,Stevens,4011.71,227.23,610.3165,0,0,1617.444001,0.250118898
2000,Stevens,3862,580,405.4785,0,0,1664.296311,0.255582596
2001,Stevens,1270,3425,406.318,0,0,1547.8824,0.232792262
2002,Stevens,1233,3453,407.1575,0,0,1530.655923,0.231083792
2003,Stevens,497,4150,407.1575,0,0,1543.230001,0.233915319
2004,Stevens,1150,4016,405.89825,0,0,1250,0.183233457
2005,Stevens,3533,1603,404.639,0,0,1297.110003,0.189698394
2006,Stevens,5181,213,403.37975,0,0,1304.220001,0.183651578
2007,Stevens,5433.83,206.25,402.1205,0,0,1370.077943,0.184838974
2008,Stevens,5679,118,400.86125,0,0,1491.07,0.193924221
2009,Stevens,5645.83,19.04,400.86125,0,0,1375.329999,0.184829818
2010,Stevens,3383,2141,400.86125,0,0,1384.831461,0.189451392
2011,Stevens,3341,2409,400.86125,0,0,1478.188583,0.193757888
2012,Stevens,2995,2829,400.86125,0,15,1552.26044,0.201133979
2013,Stevens,3315,2645,400.86125,0,34,1607,0.205077287
2014,Stevens,3233,2634,394.98,0,463,1634,0.250867929
2015,Stevens,2739,2907,184.69,0,619,1826,0.295443643
2016,Stevens,3190,2842,125.93,0,635,1847,0.287270846
2017,Stevens,3296,2712,125.925,0,731,1895,0.299774256
2018,Stevens,3371,2692,125.925,0,793,1889,0.302336002
2019,Stevens,4050,2368,125.925,0,983,1632,0.285513857
2020,Stevens,3919,2299,104.9375,0,775,1819,0.290907052
2021,Stevens,4032.27,2344.57,125.925,0,991,1671,0.290460257
2022,Stevens,4401,1988,125.925,0,2018,1645,0.359896541
2023,Stevens,4214,2100,125.925,0,1050,1642,0.294789981
1991,Swift,2727,0,1567.3465,900,0,975.61392,0.158123206
1992,Swift,2594.62,0,1521.59375,900,0,1253.64816,0.199948289
1993,Swift,2798,0,1311.71875,900,0,1389.810079,0.217173813
1994,Swift,2364,0,1259.25,900,0,1393.807164,0.235557495
1995,Swift,1679,0,1238.2625,900,0,1576.89,0.292333226
1996,Swift,1820,0,1166.905,897,0,1724.01,0.307424417
1997,Swift,2684,0,1148.01625,0,0,1783.249597,0.317571714
1998,Swift,2848,0,1139.62125,1705,0,1824.221987,0.242684586
1999,Swift,3020,0,1124.93,1768,0,1919.535826,0.245074268
2000,Swift,1107,2056,1118.63375,1344,0,1616.673043,0.223226258
2001,Swift,946.87,2300,1101.00425,1395,0,2018.526798,0.260072477
2002,Swift,3453.07,0,1105.6215,1916,0,2057.985732,0.241188747
2003,Swift,2815,704,1102.2635,2110,0,2077.940617,0.2358829
2004,Swift,2510,802,1098.48575,1113,0,2100.130005,0.275476896
