Year,County,Landfill,WTE,Onsite,MSW_Compost,Organics,Recycling,Recycling_Rate
1991,Aitkin,0,2150,1189.5715,2950,0,705.8059,0.100896043
1992,Aitkin,1094,1133,1191.2505,659.5,0,932.3807,0.186099059
1993,Aitkin,364,2755,1133.325,22,0,1091.325754,0.203391127
1994,Aitkin,3331,0,1133.325,0,0,1035.179108,0.188231355
1995,Aitkin,4076,265,629.625,0,0,1420.15,0.222218745
1996,Aitkin,4295,250,419.75,0,0,1969.54,0.284029079
1997,Aitkin,2401,0,419.75,1741,0,2262.683525,0.331556241
1998,Aitkin,3729,0,419.75,0,0,1829.394002,0.306013706
1999,Aitkin,3555,0,419.75,0,0,1732.221425,0.303527264
2000,Aitkin,5670,0,419.75,0,0,2372.435735,0.280357323
2001,Aitkin,7340,0,419.75,0,0,3338.532196,0.30081522
2002,Aitkin,7479,0,419.75,0,0,2542.219997,0.24348504
2003,Aitkin,7320.66,0,203.57875,0,0,3249.921501,0.301640353
2004,Aitkin,7957,0,274.93625,0,0,2544.145445,0.236091885
2005,Aitkin,8046,0,274.93625,0,0,2932.601724,0.260593756
2006,Aitkin,9281,0,274.93625,0,0,2271.95,0.192084194
2007,Aitkin,9528.5,0,274.93625,0,0,2558.15,0.206943506
2008,Aitkin,8385.55,0,274.93625,0,0,2620.480001,0.232292159
2009,Aitkin,8907,0,274.93625,0,0,2684.15,0.22620348
2010,Aitkin,9157.65,0,274.93625,0,0,2313.95199,0.196990121
2011,Aitkin,9241.23,0,274.93625,0,0,2489.149875,0.207337304
2012,Aitkin,10055.36,0,274.93625,0,0,2759.390004,0.210806428
2013,Aitkin,8727.29,0,274.93625,0,0,2891.859995,0.243134272
2014,Aitkin,8828,0,274.94,0,0,3178.99,0.258834727
2015,Aitkin,7964,0,274.94,0,21,2967.85,0.266201096
2016,Aitkin,9556,0,274.94,0,0,3304.92,0.251595251
2017,Aitkin,9212.53,0,274.93625,0,210,3523.47,0.282390742
2018,Aitkin,7619.21,0,274.93625,0,43,3339.32,0.299945029
2019,Aitkin,8479.08,0,293.825,0,325,3738.95,0.316584553
2020,Aitkin,9776.7,0,293.825,0,10,2962.62,0.22790669
2021,Aitkin,11244.84,0,293.825,0,28,3041.96,0.210147088
2022,Aitkin,8846.3,0,293.825,0,4.55,3301.29,0.265615402
2023,Aitkin,10139.49,0,293.825,0,8.66,3091.55,0.229076312
1991,Anoka,0,129567,0,0,0,24071.75606,0.156677629
1992,Anoka,0,131149,0,0,0,26255.55838,0.166803037
1993,Anoka,0,134787,0,0,0,29099.99694,0.177561353
1994,Anoka,4104,133189,0,0,3797,37952.73753,0.233183083
1995,Anoka,4000,140678,0,0,3017.56,90649.68,0.392989766
1996,Anoka,28371,113200,0,0,4218.13,94037.77,0.409695076
1997,Anoka,31242.7,116585,0,0,6871.78,103323.7537,0.427076012
1998,Anoka,34774.4,118610,0,0,7201.23,109265.2054,0.431595608
1999,Anoka,42828.35,118907,0,0,10972.29,112061.232,0.432046948
2000,Anoka,35437.07,125531,0,0,0,128899.5387,0.444684176
2001,Anoka,41678.35,115604.91,0,0,164.85,66333.85003,0.297158448
2002,Anoka,69356,120612,0,0,3755.03,134107.762,0.420530333
2003,Anoka,69849.88,115321.65,0,0,3441.54,62309.69808,0.262037752
2004,Anoka,51904.76,131532.72,0,0,7555.82,132904.4553,0.433656217
2005,Anoka,57614.46,129023.43,0,0,2891.49,82016.18585,0.312682977
2006,Anoka,68577.12,114431.88,0,0,3484.77,143133.1008,0.444799511
2007,Anoka,61130.97,120161.09,0,0,2805.67,83834.90065,0.323366999
2008,Anoka,50023.19,129466.81,0,0,2781.72,80559.56237,0.317090422
2009,Anoka,48390.17,128974.29,0,0,3481,73944.47372,0.303879642
2010,Anoka,58625.02,121503.37,0,0,3464.46,70746.14513,0.291778322
2011,Anoka,57282.12,128572.38,0,0,4081.68,71645.67991,0.28949775
2012,Anoka,58760.48,132461.78,0,0,4100.83,82939.50715,0.31279927
2013,Anoka,64891.93,115256.81,0,0,15364.09,90766.27365,0.370723403
2014,Anoka,73039,107640,0,0,32396.07,148425.11,0.500196653
2015,Anoka,98089,103357,0,0,34149.86,166075.6,0.498480674
2016,Anoka,94981.8,100167,0,0,32722,181240.94,0.522993889
2017,Anoka,87954.19,117552.71,0,0,42181.39,191555.12,0.532134358
2018,Anoka,106626.82,131622.59,0,0,45849.6,199386.73,0.50722557
2019,Anoka,181753.12,19073.49,0,0,49165.18,164781.27,0.515815685
2020,Anoka,180559.8,16427.5,0,0,45782.47,176396.84,0.530050115
2021,Anoka,187349.81,18507.98,0,0,44480.38,198036.36,0.540879831
2022,Anoka,200755.64,19548.21,0,0,39235.05,207704.62,0.528503145
2023,Anoka,187800.76,20483.3,0,0,44796.54,206028.7,0.546330122
1991,Becker,15130,0,2647.783,0,0,2304.7576,0.114764245
1992,Becker,11406.04,0,2647.783,0,0,2697.2388,0.161018975
1993,Becker,10959.21,0,2602.45,0,0,3072.990749,0.184734311
1994,Becker,11424.8,0,1049.375,0,0,6907.662969,0.356398757
1995,Becker,10671.37,0,1049.375,0,0,3774.26,0.243579141
1996,Becker,12026.77,0,1049.375,0,0,3778.3,0.224172318
1997,Becker,12654.3,0,1007.4,0,0,3773.783594,0.216442726
1998,Becker,13282.6,0,923.45,0,0,3949.218711,0.217524663
1999,Becker,14304.16,0,503.7,0,0,4689.527195,0.240520801
2000,Becker,14783.13,0,335.8,0,0,4399.775211,0.225413272
2001,Becker,14333.07,0,272.8375,0,0,3943.579995,0.212597787
2002,Becker,15322.92,0,272.8375,0,0,3889.618416,0.199617315
2003,Becker,16902.21,0,272.8375,0,0,4130.122176,0.193855399
2004,Becker,14591.7,0,251.85,0,0,3049.957217,0.170450498
2005,Becker,17655.74,0,251.85,0,0,8645.240142,0.325586391
2006,Becker,18729.16,0,251.85,0,0,8958.551748,0.320640382
2007,Becker,17895.56,0,251.85,0,0,7641.3075,0.296304285
2008,Becker,17787.55,0,251.85,0,0,7106.228373,0.282602935
2009,Becker,16601.91,0,251.85,0,0,7753.440023,0.315088267
2010,Becker,16359.93,0,251.85,0,0,5168.947036,0.23731747
2011,Becker,16278.38,0,251.85,0,0,5919.229034,0.263669117
2012,Becker,18458.49,0,293.825,0,145.5,8758.38463,0.321948957
2013,Becker,19482.92,0,167.9,0,186.7,7896.041026,0.291442596
2014,Becker,16037,1792,167.9,0,2157.13,15381.38,0.493550236
2015,Becker,7196,11256,167.9,0,725,25592,0.585643424
2016,Becker,9215,10579,167.9,0,924.25,9298.02,0.338663279
2017,Becker,8822.07,11540.73,83.95,0,1192.76,12626.36,0.403291088
2018,Becker,8562.63,11653.42,83.95,0,4062.91,22107.37,0.563161659
2019,Becker,9859.02,11083.45,83.95,0,4482.38,11915.52,0.438161602
2020,Becker,10138.33,10788.81,157.40625,0,4514.62,9285.58,0.395594106
2021,Becker,9900.23,10997.96,0,0,1571,14526.24,0.435114283
2022,Becker,9361.79,11834,0,0,1418.61,10039.35,0.350892623
2023,Becker,10205.72,11034,0,0,518.43,9967.14,0.3305114
1991,Beltrami,281.75,10904.48,3615.7265,0,0,2407.01034,0.139869544
1992,Beltrami,0,14578,2184.79875,0,0,2639.90882,0.136058785
1993,Beltrami,0,16508,0,0,0,2634.248623,0.137614377
1994,Beltrami,2747.41,14396.72,0,0,0,3271.853589,0.160259415
1995,Beltrami,2747.41,14396.72,0,0,0,3461.28,0.167979186
1996,Beltrami,4921,11911,0,0,27,4120.57,0.197695663
1997,Beltrami,4447.09,12348.12,0,0,35,4406.920001,0.209158205
1998,Beltrami,6510.16,10933.68,0,0,36,5030.58,0.225077098
1999,Beltrami,7006.18,11401.66,0,0,0,4955.098068,0.212092249
2000,Beltrami,8685.95,10768,0,0,0,4128.883278,0.175080035
2001,Beltrami,8254.72,7815.48,0,0,0,6273.298167,0.280766159
2002,Beltrami,9207.69,10241,0,0,0,5474.00836,0.219639474
2003,Beltrami,9312,10786,0,0,0,5877.466627,0.226269915
2004,Beltrami,9494,9242,0,0,0,6201.030546,0.24866756
2005,Beltrami,11002,10535,0,0,0,5052.877352,0.190030111
2006,Beltrami,9333,13016,0,0,0,5522.121859,0.198130591
2007,Beltrami,12940.63,12378,0,0,0,7018.755431,0.217047709
2008,Beltrami,12408.33,12333,0,0,0,6319.801662,0.203463342
2009,Beltrami,10332,12791,0,0,0,8620.752116,0.271573193
2010,Beltrami,9425,13100,0,0,0,6629.104128,0.227381507
2011,Beltrami,8078,12937,0,0,0,7385.66617,0.260052568
2012,Beltrami,8084,13303,0,0,121,6381.328119,0.233147536
2013,Beltrami,8367,13396,0,0,241,7451.825561,0.261164826
2014,Beltrami,8815,10078,0,0,257,6015.53,0.24925086
2015,Beltrami,12131,9820,0,0,372,7778.14,0.270758516
2016,Beltrami,12290,10338,0,0,1023.58,8706.21,0.300693898
2017,Beltrami,14371,3248,0,0,657.66,9641.01,0.368894324
2018,Beltrami,15910,4684,0,0,500.98,8219.64,0.297483645
2019,Beltrami,13363,3553.14,0,0,805.69,8542.49,0.355926976
2020,Beltrami,13363,13294,0,0,781.17,9666.52,0.2815733
2021,Beltrami,11368.33,7749,0,0,523.81,10862.15,0.3732699
2022,Beltrami,11857,8434,0,0,599.18,8657.12,0.313270586
2023,Beltrami,12276,6476,0,0,607.05,8592.58,0.329126781
1991,Benton,0,6355,2630.1535,2855,0,9358.22938,0.441459588
1992,Benton,0,8457,2851.36175,3824,41.6,9484.84274,0.386330276
1993,Benton,0,7460.7,2851.36175,2353.5,294.7,10532.47542,0.460873305
1994,Benton,1720.4,249.3,2957.5585,12334.5,0,12744.55903,0.424729193
1995,Benton,5057.8,9372.6,2957.5585,547.3,0,9245.86,0.340157452
1996,Benton,3708,11326,2955.8795,0,0,13816.045,0.434385896
1997,Benton,5809.59,11012.19,2884.94175,0,0,17043.19958,0.463761525
1998,Benton,8005.42,8510.92,2884.94175,0,0,17650.47387,0.476373483
1999,Benton,6940.82,10206.46,2850.942,0,222.22,21469.94179,0.520315714
2000,Benton,8219.9,10011.6,2850.1025,0,120.12,22925.359,0.522252508
2001,Benton,7446,12301,2829.115,0,43,27615.1749,0.550583575
2002,Benton,7855,12855,2827.01625,0,21.98,28508.142,0.547948725
2003,Benton,9502.61,10429,2827.01625,0,0,26889.22609,0.541598978
2004,Benton,12056.41,10060.21,2827.01625,0,23.03,28693.81679,0.535158187
2005,Benton,8901.27,10640.63,2827.01625,0,27.49,29827.9751,0.57167676
2006,Benton,8872.4,10246.98,2827.01625,0,31.11,29825.99316,0.576353017
2007,Benton,9740,10313,2728.375,0,121,44628.46957,0.662652301
2008,Benton,11056.15,10063.4,2685.98025,0,27.2,44976.2829,0.654034709
2009,Benton,8232.3,6939.34,2673.38775,0,0,22428.28375,0.556901901
2010,Benton,16428.8,609.32,2673.38775,0,0,22160.10999,0.529239403
2011,Benton,8432.25,5214.7,2623.4375,0,11.2,20949.29564,0.562986797
2012,Benton,6758.34,9362.78,2577.265,0,0,22428.35743,0.545347288
2013,Benton,6751.58,10502.56,2875.70725,0,0,18781.05251,0.482668163
2014,Benton,8257,10206,2875.71,0,109.53,19381.36,0.477371564
2015,Benton,8827,11630,1469.13,0,513.66,18433.3,0.463555851
2016,Benton,16311,9934,1469.13,0,569.9,19752.55,0.423061967
2017,Benton,26519.24,10141.22,1469.125,0,588.36,9075.98,0.202208544
2018,Benton,17804.54,8804,1469.125,0,253.31,19974.25,0.418744763
2019,Benton,8972.7,8460.1,1469.125,0,358.34,16623.56,0.473246651
2020,Benton,8473.21,10372.49,1049.375,0,484.12,13858.39,0.418911264
2021,Benton,10698.47,7625.53,0,0,5312.84,11056.2,0.471824896
2022,Benton,10890.52,8129.89,0,0,2304.34,13327.2,0.451101309
2023,Benton,16080.74,7671.7,0,0,5839.24,12818.38,0.439933827
1991,Big Stone,1911,0,787.451,0,0,334.52428,0.110295749
1992,Big Stone,1862.42,0,938.98075,0,0,504.50344,0.152606794
1993,Big Stone,1689.67,0,938.98075,0,0,547.8091476,0.172459016
1994,Big Stone,1688.52,0,899.52425,0,0,635.8153721,0.197221792
1995,Big Stone,1614.68,0,899.52425,0,0,616.978,0.197043146
1996,Big Stone,1778.77,0,899.52425,0,0,613.28,0.186318142
1997,Big Stone,1862.42,0,881.475,0,0,617.6598027,0.183742298
1998,Big Stone,2093.97,0,881.475,0,0,536.2057865,0.152693368
1999,Big Stone,2573.66,0,881.475,51.4,0,545.3407491,0.134589702
2000,Big Stone,2247,0,881.475,1.5,0,1021.917572,0.246132951
2001,Big Stone,2101.57,0,881.475,0,0,601.8232598,0.167878766
2002,Big Stone,2677.89,0,881.475,0,0,608.3629981,0.145969938
2003,Big Stone,2268,0,1007.4,78,0,1492.920001,0.308052296
2004,Big Stone,1786.97,0,1007.4,86,0,1237.493212,0.30051829
2005,Big Stone,2235,0,986.4125,73,0,915.8199995,0.217522429
2006,Big Stone,2579.03,0,909.59825,0,83.5,800.9939993,0.202256866
2007,Big Stone,2422.83,0,881.475,0,77.5,1146.570999,0.270311255
2008,Big Stone,2388.97,0,839.5,0,71.2,1467.59031,0.322782942
2009,Big Stone,2295.64,0,839.5,0,88.7,828.4599998,0.226330726
2010,Big Stone,2111.93,0,839.5,0,103.7,1219.050002,0.309474566
2011,Big Stone,1579.72,5.26,690.069,0,80.6,1056.939121,0.33333619
2012,Big Stone,1473.92,127.39,629.625,0,111,1693.556002,0.447171361
2013,Big Stone,2055.58,150.8,629.625,0,110,1250.191526,0.324148671
2014,Big Stone,1721,251,629.63,0,114,1279.42,0.348786623
2015,Big Stone,2179,123,619.13,0,122.53,818.65,0.243683184
2016,Big Stone,1952.5,373.61,617.03,0,189,734.43,0.238824074
2017,Big Stone,1653.39,40,614.93375,0,300,746.3,0.311897869
2018,Big Stone,2009.31,15.29,587.65,0,369,1245.73,0.382005593
2019,Big Stone,2370,0,587.65,0,611,843.46,0.329651799
2020,Big Stone,1745.86,0,587.65,0,548,683.34,0.345411448
2021,Big Stone,4809.16,0,566.6625,0,4.82,1158.7,0.177926145
2022,Big Stone,2841.05,0,566.6625,0,0,532.25,0.135090118
2023,Big Stone,3219.22,0,566.6625,0,0,509.2,0.118554184
1991,Blue Earth,35530.61,0,1554.754,0,0,5572.70332,0.130636563
1992,Blue Earth,36195.29,0,1554.754,0,0,5283.47636,0.122775834
1993,Blue Earth,37865.18,0,2722.07875,0,0,7578.67963,0.157345209
1994,Blue Earth,38225.1981,0,1776.80175,15.1515,0,33090.82957,0.45262951
1995,Blue Earth,26258.3,0,1688.2345,3078.9,0,28143.13,0.475643278
1996,Blue Earth,16785.24,407.28,1744.90075,8437,0,21398.22,0.438734087
1997,Blue Earth,18061,0,1709.64175,6840,0,17309.268,0.394109826
1998,Blue Earth,18423.18,7252.48,1684.037,4834.82,0,20026.71238,0.383497528
1999,Blue Earth,20748.75,16676,1679,221.21,0,35604.50426,0.475173613
2000,Blue Earth,28215.6,15117,1679,84,0,37022.1316,0.450842113
2001,Blue Earth,29743.95,12942.76,1679,0,0,36050.1,0.448296175
2002,Blue Earth,25972.86,14283.65,1679,39,0,49366.39005,0.540463144
2003,Blue Earth,25936,14935.39,1469.125,0,0,44975.16,0.515086896
2004,Blue Earth,27601,16935,1427.15,0,0,49762,0.519842487
2005,Blue Earth,19046.5,16873.05,1398.607,0,0,49485.58998,0.570085874
2006,Blue Earth,20819.56,17028,1343.2,0,0,53561.07994,0.577466495
2007,Blue Earth,19999,17020.54,1343.2,0,0,63063.38502,0.62176668
2008,Blue Earth,14731.8,16767.18,1278.5585,0,0,56584.53001,0.63320524
2009,Blue Earth,26309,14892,1278.5585,101,0,45527.96,0.516725974
2010,Blue Earth,26134,19879.86,1219.37375,0,73.85,47213.09808,0.500284142
2011,Blue Earth,18822,19932.86,1208.88,0,194.27,48380.22295,0.548627314
2012,Blue Earth,28178.4,19580.9,1183.695,0,209,41692.93284,0.461246806
2013,Blue Earth,17344.61,19971.87,1175.3,0,145.91,42198.71112,0.523831103
2014,Blue Earth,22116,16529,1133.33,0,10370.14,39438.44,0.555980556
2015,Blue Earth,21416,17354,1091.35,0,7065.68,47342.87,0.577157184
2016,Blue Earth,24580,19877,1007.4,0,4594.13,41850.23,0.505331157
2017,Blue Earth,27183.61,18155.24,209.875,0,7558.28,47762.71,0.548440035
2018,Blue Earth,22007,21053.88,713.575,0,5850.5,23475,0.401169878
2019,Blue Earth,24822.04,27837.23,629.625,0,5604.47,24353.04,0.35986551
2020,Blue Earth,20006.41,22278.48,661.10625,0,4909.19,32504.25,0.465576188
2021,Blue Earth,23223.1,18464.25,602.34125,0,3360.62,49231.69,0.554291745
2022,Blue Earth,33314.47,24020.29,619.13125,0,9971.87,53553.74,0.522932753
2023,Blue Earth,55909,21847.43,1448.1375,0,6091.92,60609.72,0.45715423
1991,Brown,15765,0,2606.6475,0,0,4795.11522,0.206982533
1992,Brown,14769.02,0,2266.65,0,0,6856.41306,0.286974269
1993,Brown,14303,0,2266.65,0,0,7061.910968,0.298833876
1994,Brown,13550.45045,0,2266.65,0,0,9986.192313,0.387012325
1995,Brown,13139.09,0,2266.65,0,0,11947.88,0.436793375
1996,Brown,13572,0,2266.65,0,0,11587.64,0.422501184
1997,Brown,13421.5,0,2266.65,0,280.4,12989.62394,0.458247953
1998,Brown,12712,0,2266.65,0,575.71,12289.35283,0.462045522
1999,Brown,13169,0,2266.65,0,604.4,11167.06579,0.432661289
2000,Brown,13969.7,0,2266.65,0,441.56,11127.09601,0.416063784
2001,Brown,13394,1517,2266.65,0,1187.6,14983.75199,0.484912622
2002,Brown,23100,2612,2266.65,0,791.66,14523.95648,0.35375623
2003,Brown,25488,2220,2266.65,0,0,13763.74367,0.314683337
2004,Brown,26334,2199,2266.65,0,1885.57,15049.12824,0.354769655
2005,Brown,25711.8,1304.43,2266.65,0,2307,14551.86999,0.365371274
2006,Brown,26400,1304,2266.65,0,2973,22776.57001,0.462122547
2007,Brown,25335.6,948,1479.61875,0,1958,15905.20923,0.39151014
2008,Brown,22311.6,902,1479.61875,0,1928.6,15923.74999,0.419605391
2009,Brown,20314.2,617.2,1479.61875,0,1669.65,17312.39501,0.458580334
2010,Brown,19115.4,0,1479.61875,0,1765.1395,14658.44001,0.44365752
2011,Brown,23872.2,607,1479.61875,0,1131.66,18808.68749,0.43443812
2012,Brown,23694.6,0,1479.61875,0,851.05,13754.2976,0.367157034
2013,Brown,23640,0,1479.61875,0,1761.33,15125.06268,0.401999431
2014,Brown,29370,0,1479.62,0,2099,12613.01,0.322903505
2015,Brown,24493.86,0,1479.62,0,2545.7,18094.08,0.442787739
2016,Brown,25750.5,0,1479.62,0,1345,15693.89,0.384894309
2017,Brown,26665.8,0,1558.112,0,3445.3,17494.22,0.425916563
2018,Brown,23955.39,895.51,1553.075,0,76.25,17708.9,0.402477985
2019,Brown,25910,0,1553.075,0,242.99,12676.64,0.319929782
2020,Brown,26203.2,0,1553.075,0,0,10905.03,0.28206575
2021,Brown,30637,579.9,1553.075,0,0,13461.73,0.291179614
2022,Brown,23251,3055,1553.075,0,604.4,10796.19,0.290389386
2023,Brown,21451.05,2431.69,1553.075,0,1180.63,11217.87,0.327705153
1991,Carlton,6288,10901,2791.3375,0,0,2133.4594,0.096476395
1992,Carlton,9171,6125,2728.375,0,0,2778.1762,0.133549783
1993,Carlton,4426,7081,2686.4,0,0,3705.09597,0.207005995
1994,Carlton,1432.65,6939.27,2602.45,0,0,3815.468341,0.257979043
1995,Carlton,1897.78,6540.04,2812.325,0,0,4161.88,0.270041088
1996,Carlton,464.09,6836.6,2602.45,0,0,4779.407,0.325516206
1997,Carlton,608.11,8510.13,2212.0825,0,20.9,4774.605179,0.297380406
1998,Carlton,1001.92,8082.45,2212.0825,0,0,4708.646592,0.294196654
1999,Carlton,6818.86,3821.38,2212.0825,0,0,5493.644446,0.299446983
2000,Carlton,12003.88,0,2212.0825,0,0,4975.565701,0.259258442
2001,Carlton,12277.54,0,2212.0825,0,0,3819.482889,0.208611115
2002,Carlton,11427,0,995.647,0,0,5692.937372,0.314256347
2003,Carlton,11866.86,0,996.90625,0,0,5985.895652,0.317559842
2004,Carlton,12692.73,0,881.475,0,0,5250.001625,0.278896302
2005,Carlton,13059.58,0,695.9455,0,0,5212.656056,0.274810532
2006,Carlton,13137.4921,0,684.61225,0,0,4907.287663,0.262009982
2007,Carlton,13277.57,0,684.61225,0,0,5698.649997,0.289847852
2008,Carlton,12602.1,0,684.61225,0,0,6189.860372,0.317810556
2009,Carlton,12471.13,0,684.61225,0,232.74,6320.8545,0.332512179
2010,Carlton,12318.88,0,684.61225,0,184.68,5345.515248,0.298386128
2011,Carlton,12179.54,0,684.61225,0,183.9,6379.716906,0.337847174
2012,Carlton,11639.28,0,684.61225,0,320.141,5499.533505,0.320756915
2013,Carlton,11407.14,0,684.61225,0,210.225,6259.553191,0.348558445
2014,Carlton,11483,0,684.61,0,369.72,6764.06,0.369599288
2015,Carlton,11964,0,684.61,0,309.06,6326.47,0.344092607
2016,Carlton,12564,0,684.61,0,355.66,6208.29,0.331302467
2017,Carlton,12864.79,0,684.61225,0,494.99,6386.22,0.3368088
2018,Carlton,13113.18,0,684.61225,0,521.23,5712.51,0.311196364
2019,Carlton,12513.82,0,684.61225,0,346.86,6127.47,0.329101217
2020,Carlton,10670.07,0,684.61225,0,383.65,6327.47,0.371481981
2021,Carlton,17530.44,0,684.61225,0,538.5,6446.19,0.277173073
2022,Carlton,16109.24,0,684.61225,0,337.19,7190.59,0.309509655
2023,Carlton,16262.21,0,684.61225,0,423.86,6029.69,0.275788348
1991,Carver,23423,0,0,0,0,3872.47736,0.141872491
1992,Carver,20952,0,0,0,3440,15651.13528,0.476764248
1993,Carver,24000,0,0,42,3213,17664.35408,0.464774138
1994,Carver,24156.8,3052.9,177.1345,362.8,4450,18538.279,0.453078919
1995,Carver,22339.56,9279.2,839.5,489.2,6855.19,19489.1,0.444316283
1996,Carver,24472.578,9391.5,670.34075,246.3,8958.84,24857.86,0.49297336
1997,Carver,31507.5,2908.01,248.492,0,12490.46,23207.68325,0.507348705
1998,Carver,33570.18,4650,271.57825,0,14147.11,24757.41002,0.502666548
1999,Carver,38154,5102,268.64,0,13104,28757.37003,0.49026029
2000,Carver,34718,6840,268.64,0,15013,27833.29442,0.506021135
2001,Carver,37166.16,3869.48,304.31875,0,10926.34,16777.89,0.40125361
2002,Carver,49124,3545,293.825,0,12835.08,23190.23,0.404832734
2003,Carver,39897,3633,293.825,0,11835.98,25639.05942,0.460954033
2004,Carver,46834.52,1276.35,293.825,0,11353.42,29905.8457,0.460154396
2005,Carver,50124,3604,293.825,0,8875.05,36463.58575,0.456304605
2006,Carver,48705,3977,293.825,0,9734.84,32233.99297,0.442034695
2007,Carver,49945,3555,293.825,0,10048.87,34376.77042,0.452309939
2008,Carver,43047,2438,293.825,0,9677.24,29195.62149,0.459209534
2009,Carver,40108,3659,293.825,0,10193.45,30132.83011,0.477872538
2010,Carver,45639,4533,293.825,0,11168.26,34242.03002,0.473635066
2011,Carver,43221,4824,293.825,0,11263.67,32783.25516,0.476771852
2012,Carver,44097,5556,293.825,0,10928.36,34912.48493,0.478567283
2013,Carver,44498,5012,272.8375,0,7500,35477.6314,0.463318393
2014,Carver,47734,3460,251.85,0,15714.48,35144.24,0.49713048
2015,Carver,47053,3028,251.85,0,18176,35161.34,0.514490617
2016,Carver,42776,6665,251.85,0,31401,42924.24,0.599309665
2017,Carver,47032,4892,251.85,0,30324.04,46589.96,0.595817564
2018,Carver,48432,3034,167.9,0,36714.08,47512.27,0.61994844
2019,Carver,51922,148,167.9,0,33570.16,49791.59,0.614763755
2020,Carver,55126,10,167.9,0,28893.57,48658.42,0.583730161
2021,Carver,56150,5.84,0,0,28290.22,43549.09,0.561265876
2022,Carver,57084,7,167.9,0,34204.67,40810.66,0.567119763
2023,Carver,63578.05,4.06,167.9,0,35397,43794.01,0.554011788
1991,Cass,6584,0,1322.2125,0,0,1279.02634,0.139248022
1992,Cass,8462.07,0,839.5,0,0,1489.13682,0.138001787
1993,Cass,9587,0,209.875,0,0,1746.006154,0.151262595
1994,Cass,11100,0,209.875,0,450,2096.137555,0.183756874
1995,Cass,11112,0,209.875,0,0,4581.49,0.288083057
1996,Cass,11149,0,209.875,0,0,4600.65,0.288269858
1997,Cass,12407,0,209.875,0,0,5025.913995,0.28487072
1998,Cass,13342,0,209.875,0,0,3807.378183,0.219328455
1999,Cass,14499,0,209.875,0,0,6905.116581,0.319474381
2000,Cass,14607,0,209.875,0,0,7844.52,0.346162273
2001,Cass,12570,0,209.875,0,0,8754.319989,0.406531101
2002,Cass,16251,0,209.875,0,0,6902.225986,0.295432785
2003,Cass,16242,0,209.875,0,0,6722.013405,0.290068429
2004,Cass,17058,0,209.875,0,0,8311.93918,0.324941343
2005,Cass,16821,0,209.875,0,0,7935.399612,0.317844762
2006,Cass,17365,0,0,0,0,9321.034588,0.349285112
2007,Cass,17481,0,0,0,0,12817.45999,0.423039983
2008,Cass,16293,0,0,0,0,12363.64999,0.43144087
2009,Cass,14199,0,0,0,0,6978.899994,0.329536923
2010,Cass,15499.99,0,0,0,257.78,7555.075797,0.335130934
2011,Cass,12030,0,0,0,0,10487.24999,0.46574293
2012,Cass,1925,10147,0,0,0,9263.280011,0.434176632
2013,Cass,12535.8,0,0,0,0,9134.560762,0.421523244
2014,Cass,12394,0,0,0,25,7591.04,0.380610933
2015,Cass,11976,0,0,0,40,10003.58,0.456120416
2016,Cass,13048,0,0,0,142,6638,0.34194069
2017,Cass,13856,0,209.875,0,480,5632.97,0.302939539
2018,Cass,13674.61,0,209.875,0,495,5145.37,0.288881531
2019,Cass,14782,0,209.875,0,200,5885.39,0.288718199
2020,Cass,16378,0,209.875,0,10000,5006.03,0.474965978
2021,Cass,18613,0,167.9,0,1750,5373.05,0.274979299
2022,Cass,19511.62,0,159.505,0,0,5200.84,0.209104508
2023,Cass,21171.3,0,159.505,0,0,4663.39,0.179401209
1991,Chippewa,6353,0,1602.18575,0,0,749.53436,0.086106658
1992,Chippewa,6105.14,0,1602.18575,0,0,1218.96428,0.136558892
1993,Chippewa,6685.21,0,1720.975,0,0,1342.046477,0.137670764
1994,Chippewa,6153.55,0,1720.975,0,0,1651.630096,0.17337846
1995,Chippewa,6456,0,1720.975,0,0,2328.9,0.221675967
1996,Chippewa,6891.44,0,1720.975,0,0,2310.09,0.211498187
1997,Chippewa,8462.22,0,1720.975,0,0,2889.464,0.221031085
1998,Chippewa,8188.05,0,1720.975,0,0,3205.579998,0.244428254
1999,Chippewa,7969.57,0,1720.975,0,0,3150.982403,0.245374425
2000,Chippewa,7604.86,0,1720.975,0,0,3345.527607,0.264022719
2001,Chippewa,7951.5,0,1720.975,0,0,3370.113543,0.258392997
2002,Chippewa,7960.13,0,1720.975,0,0,2537.388211,0.20766785
2003,Chippewa,7540.48,0,1720.975,0,0,2579.300001,0.217832393
2004,Chippewa,8097.38,0,1679,0,0,2580.814004,0.208851136
2005,Chippewa,9217.38,0,1679,0,0,2757.122482,0.20193518
2006,Chippewa,8735.79,0,1679,0,0,2737.639891,0.208147081
2007,Chippewa,8793.48,0,1679,0,0,2664.990006,0.202854127
2008,Chippewa,7690.74,0,1679,0,0,2893.709994,0.235962147
2009,Chippewa,7133.52,0,1679,0,0,2804.410003,0.241407153
2010,Chippewa,7820.33,0,1679,0,42.475,2858.803068,0.233962565
2011,Chippewa,7878.5,0,1574.0625,0,106.585,3766.739951,0.290661689
2012,Chippewa,7764.76,0,1574.0625,0,153.68,2750.439543,0.237207653
2013,Chippewa,7771.84,0,1574.0625,0,35.49,2995.603367,0.24489734
2014,Chippewa,7546,0,883.57,0,125.24,3107.39,0.277188695
