ctu_name,ctu_id,year,utility_id,customer_class_name,customer_class_id,number_of_customers,mwh_per_year
Mayer,2395049,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,48373
Mayer,2395049,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,61227
Mayer,2395049,2017,85,Total,5,651,7448509.02
Minneapolis,2395345,2017,85,Business,7,17890,2864604256
Minneapolis,2395345,2017,85,Residential,1,176319,950158839.6
Minneapolis,2395345,2017,85,Street Lighting - Metered,9,,13155588.03
Minneapolis,2395345,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,2426601
Minneapolis,2395345,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,12418208
Minneapolis,2395345,2017,85,Total,5,194209,3842763493
Mounds View,2395118,2017,85,Commercial,2,362,14277562
Mounds View,2395118,2017,85,Industrial,3,87,54739975.02
Mounds View,2395118,2017,85,Residential,1,5275,35007543.02
Mounds View,2395118,2017,85,Street Lighting - Metered,9,,41371
Mounds View,2395118,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,26920
Mounds View,2395118,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,170472
Mounds View,2395118,2017,85,Total,5,5724,104263843
New Brighton,2395187,2017,85,Business,7,988,115861817
New Brighton,2395187,2017,85,Residential,1,9825,63712430.05
New Brighton,2395187,2017,85,Street Lighting - Metered,9,,238574
New Brighton,2395187,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,132337
New Brighton,2395187,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,149132
New Brighton,2395187,2017,85,Total,5,10813,180094290.1
New Germany,2395195,2017,85,Business *,8,36,379951.06
New Germany,2395195,2017,85,Residential,1,190,1564480.21
New Germany,2395195,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,18865
New Germany,2395195,2017,85,Total,5,226,1963296.27
New Hope,2395201,2017,85,Business,7,967,139373512.1
New Hope,2395201,2017,85,Residential,1,9038,53481030.85
New Hope,2395201,2017,85,Street Lighting - Metered,9,,166700
New Hope,2395201,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,94756
New Hope,2395201,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,145572
New Hope,2395201,2017,85,Total,5,10005,193261571
Newport,2395227,2017,85,Business *,8,301,14428294
Newport,2395227,2017,85,Residential,1,1499,11113686
Newport,2395227,2017,85,Street Lighting - Metered,9,,125783
Newport,2395227,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,68263
Newport,2395227,2017,85,Total,5,1800,25736026
North Saint Paul,2395261,2017,85,Total,5,,
Northfield,2395265,2017,85,Business *,8,758,121162210
Northfield,2395265,2017,85,Residential,1,6491,47473738.03
Northfield,2395265,2017,85,Street Lighting - Metered,9,,33644
Northfield,2395265,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,251356
Northfield,2395265,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,530641
Northfield,2395265,2017,85,Total,5,7249,169451589
Oak Park Heights,2395285,2017,85,Business,7,411,56677760
Oak Park Heights,2395285,2017,85,Residential,1,1809,12756106
Oak Park Heights,2395285,2017,85,Street Lighting - Metered,9,,49968
Oak Park Heights,2395285,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,7886
Oak Park Heights,2395285,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,101202
Oak Park Heights,2395285,2017,85,Total,5,2220,69592922
Oakdale,2395287,2017,85,Business,7,1082,113306763
Oakdale,2395287,2017,85,Residential,1,10805,73990335.03
Oakdale,2395287,2017,85,Street Lighting - Metered,9,,260457
Oakdale,2395287,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,1006630
Oakdale,2395287,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,290116
Oakdale,2395287,2017,85,Total,5,11887,188854301
Orono,2396081,2017,85,Business,7,390,17892067
Orono,2396081,2017,85,Residential,1,3152,49685702.02
Orono,2396081,2017,85,Street Lighting - Metered,9,,32788
Orono,2396081,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,67272
Orono,2396081,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,67187
Orono,2396081,2017,85,Total,5,3542,67745016.02
Plymouth,2396242,2017,85,Commercial,2,2301,144189723
Plymouth,2396242,2017,85,Industrial,3,713,338094539
Plymouth,2396242,2017,85,Residential,1,26519,205985185.3
Plymouth,2396242,2017,85,Street Lighting - Metered,9,,300174
Plymouth,2396242,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,223828
Plymouth,2396242,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,1180451
Plymouth,2396242,2017,85,Total,5,29533,689973900.4
Richfield,2396362,2017,85,Commercial,2,1051,44534443
Richfield,2396362,2017,85,Industrial,3,135,81170747
Richfield,2396362,2017,85,Residential,1,15575,92600945.01
Richfield,2396362,2017,85,Street Lighting - Metered,9,,566408
Richfield,2396362,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,1469815
Richfield,2396362,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,99360
Richfield,2396362,2017,85,Total,5,16761,220441718
Robbinsdale,2396388,2017,85,Business *,8,441,24084714.15
Robbinsdale,2396388,2017,85,Residential,1,6249,41101516.6
Robbinsdale,2396388,2017,85,Street Lighting - Metered,9,,103123
Robbinsdale,2396388,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,246018
Robbinsdale,2396388,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,211573
Robbinsdale,2396388,2017,85,Total,5,6690,65746944.75
Rogers,2396415,2017,85,Business,7,535,117164821
Rogers,2396415,2017,85,Residential,1,2623,23692666
Rogers,2396415,2017,85,Street Lighting - Metered,9,,62580
Rogers,2396415,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,23550
Rogers,2396415,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,249370
Rogers,2396415,2017,85,Total,5,3158,141192987
Rosemount,2396433,2017,85,Business *,8,783,112844053
Rosemount,2396433,2017,85,Residential,1,5665,47345295
Rosemount,2396433,2017,85,Street Lighting - Metered,9,,49245
Rosemount,2396433,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,86887
Rosemount,2396433,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,494624
Rosemount,2396433,2017,85,Total,5,6448,160820104
Roseville,2396435,2017,85,Business *,8,2197,284254959.7
Roseville,2396435,2017,85,Residential,1,15438,96857870.63
Roseville,2396435,2017,85,Street Lighting - Metered,9,,421451.02
Roseville,2396435,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,207285
Roseville,2396435,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,599339
Roseville,2396435,2017,85,Total,5,17635,382340905.3
Saint Anthony,2396471,2017,85,Business,7,406,36299677.01
Saint Anthony,2396471,2017,85,Residential,1,3914,22761454.02
Saint Anthony,2396471,2017,85,Street Lighting - Metered,9,,9409
Saint Anthony,2396471,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,57183
Saint Anthony,2396471,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,174619
Saint Anthony,2396471,2017,85,Total,5,4320,59302342.03
Saint Louis Park,2396500,2017,85,Business,7,2313,307374169.9
Saint Louis Park,2396500,2017,85,Residential,1,23443,136656071.4
Saint Louis Park,2396500,2017,85,Street Lighting - Metered,9,,1124417.26
Saint Louis Park,2396500,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,602071
Saint Louis Park,2396500,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,535215
Saint Louis Park,2396500,2017,85,Total,5,25756,446291944.6
Saint Paul,2396511,2017,85,Business,7,12477,1935086711
Saint Paul,2396511,2017,85,Residential,1,116271,666882170.8
Saint Paul,2396511,2017,85,Street Lighting - Metered,9,,4534912
Saint Paul,2396511,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,11560537
Saint Paul,2396511,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,1044014
Saint Paul,2396511,2017,85,Total,5,128748,2619108345
Saint Paul Park,2396516,2017,85,Business *,8,259,13718043
Saint Paul Park,2396516,2017,85,Residential,1,2083,16512009.03
Saint Paul Park,2396516,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,160073
Saint Paul Park,2396516,2017,85,Total,5,2342,30390125.03
Scandia,2396548,2017,85,Business *,8,129,3304299
Scandia,2396548,2017,85,Residential,1,1341,14463097
Scandia,2396548,2017,85,Street Lighting - Metered,9,,25675
Scandia,2396548,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,3900
Scandia,2396548,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,4220
Scandia,2396548,2017,85,Total,5,1470,17801191
Shakopee,2395854,2017,85,Business *,8,136,27571368
Shakopee,2395854,2017,85,Residential,1,16,233145
Shakopee,2395854,2017,85,Street Lighting - Metered,9,,96696
Shakopee,2395854,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,10216
Shakopee,2395854,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,1987
Shakopee,2395854,2017,85,Total,5,152,27913412
Shoreview,2395876,2017,85,Commercial,2,597,30252396.04
Shoreview,2395876,2017,85,Industrial,3,110,111481231
Shoreview,2395876,2017,85,Residential,1,11162,81201365.76
Shoreview,2395876,2017,85,Street Lighting - Metered,9,,144332
Shoreview,2395876,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,372251
Shoreview,2395876,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,309831
Shoreview,2395876,2017,85,Total,5,11869,223761406.8
Shorewood,2395877,2017,85,Business *,8,257,7720463
Shorewood,2395877,2017,85,Residential,1,2925,36816599
Shorewood,2395877,2017,85,Street Lighting - Metered,9,,9129
Shorewood,2395877,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,16341
Shorewood,2395877,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,81819
Shorewood,2395877,2017,85,Total,5,3182,44644351
South Saint Paul,2395918,2017,85,Business,7,941,77196508
South Saint Paul,2395918,2017,85,Residential,1,8408,56311003.07
South Saint Paul,2395918,2017,85,Street Lighting - Metered,9,,156615
South Saint Paul,2395918,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,436130
South Saint Paul,2395918,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,208001
South Saint Paul,2395918,2017,85,Total,5,9349,134308257.1
Stillwater,2395969,2017,85,Business,7,1036,84891748
Stillwater,2395969,2017,85,Residential,1,7930,66713802
Stillwater,2395969,2017,85,Street Lighting - Metered,9,,53667
Stillwater,2395969,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,74894
Stillwater,2395969,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,561177
Stillwater,2395969,2017,85,Total,5,8966,152295288
Sunfish Lake,2396006,2017,85,Business *,8,,
Sunfish Lake,2396006,2017,85,Residential,1,197,3939347
Sunfish Lake,2396006,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,2957
Sunfish Lake,2396006,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,622
Sunfish Lake,2396006,2017,85,Total,5,197,3942926
Victoria,2397135,2017,85,Business,7,209,6971619.07
Victoria,2397135,2017,85,Residential,1,1714,17598213.51
Victoria,2397135,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,1973
Victoria,2397135,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,117315
Victoria,2397135,2017,85,Total,5,1923,24689120.58
Wayzata,2397235,2017,85,Commercial,2,461,28446466
Wayzata,2397235,2017,85,Industrial,3,49,19042483
Wayzata,2397235,2017,85,Residential,1,2156,22549759
Wayzata,2397235,2017,85,Street Lighting - Metered,9,,206355
Wayzata,2397235,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,110211
Wayzata,2397235,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,78348
Wayzata,2397235,2017,85,Total,5,2666,70433622
West Saint Paul,2397275,2017,85,Business,7,1077,86545522.01
West Saint Paul,2397275,2017,85,Residential,1,9107,53854573.02
West Saint Paul,2397275,2017,85,Street Lighting - Metered,9,,170801
West Saint Paul,2397275,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,78222
West Saint Paul,2397275,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,134018
West Saint Paul,2397275,2017,85,Total,5,10184,140783136
White Bear Lake,2397299,2017,85,Business,7,1162,104113320.4
White Bear Lake,2397299,2017,85,Residential,1,10485,73257974.3
White Bear Lake,2397299,2017,85,Street Lighting - Metered,9,,45483
White Bear Lake,2397299,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,246247
White Bear Lake,2397299,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,427892
White Bear Lake,2397299,2017,85,Total,5,11647,178090916.7
Woodbury,2397369,2017,85,Commercial,2,2025,124417367
Woodbury,2397369,2017,85,Industrial,3,286,150302696
Woodbury,2397369,2017,85,Residential,1,26151,225594601.3
Woodbury,2397369,2017,85,Street Lighting - Metered,9,,142175
Woodbury,2397369,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,99619
Woodbury,2397369,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,1781920
Woodbury,2397369,2017,85,Total,5,28462,502338378.3
Afton,2393887,2018,85,Business *,8,153,3633180
Afton,2393887,2018,85,Residential,1,1213,15773279.97
Afton,2393887,2018,85,Street Lighting - Metered,9,,27245
Afton,2393887,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,3038
Afton,2393887,2018,85,Total,5,1366,19436742.97
Apple Valley,2393967,2018,85,Business *,8,126,6585693
Apple Valley,2393967,2018,85,Residential,1,213,1167668
Apple Valley,2393967,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,5108
Apple Valley,2393967,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,8974
Apple Valley,2393967,2018,85,Total,5,339,7767443
Arden Hills,2393979,2018,85,Business,7,514,147416013
Arden Hills,2393979,2018,85,Residential,1,3140,27909976
Arden Hills,2393979,2018,85,Street Lighting - Metered,9,,121461
Arden Hills,2393979,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,18527
Arden Hills,2393979,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,5783
Arden Hills,2393979,2018,85,Total,5,3654,175471760
Bayport,2394090,2018,85,Business *,8,127,4826714
Bayport,2394090,2018,85,Residential,1,964,8957874
Bayport,2394090,2018,85,Street Lighting - Metered,9,,6166
Bayport,2394090,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,32349
Bayport,2394090,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,32329
Bayport,2394090,2018,85,Total,5,1091,13855432
Belle Plaine,2394113,2018,85,Business *,8,281,14954836
Belle Plaine,2394113,2018,85,Residential,1,2572,22534947
Belle Plaine,2394113,2018,85,Street Lighting - Metered,9,,13800
Belle Plaine,2394113,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,14217
Belle Plaine,2394113,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,254116
Belle Plaine,2394113,2018,85,Total,5,2853,37771916
Blaine,2394183,2018,85,Business *,8,430,83601734
Blaine,2394183,2018,85,Residential,1,3286,26359073
Blaine,2394183,2018,85,Street Lighting - Metered,9,,38161
Blaine,2394183,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,65232
Blaine,2394183,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,88847
Blaine,2394183,2018,85,Total,5,3716,110153047
Bloomington,2394198,2018,85,Business,7,3814,1101583678
Bloomington,2394198,2018,85,Residential,1,38686,273942949
Bloomington,2394198,2018,85,Street Lighting - Metered,9,,1162803
Bloomington,2394198,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,1101226
Bloomington,2394198,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,795360
Bloomington,2394198,2018,85,Total,5,42500,1378586016
Brooklyn Center,2393428,2018,85,Commercial,2,879,61634024
Brooklyn Center,2393428,2018,85,Industrial,3,146,79420270
Brooklyn Center,2393428,2018,85,Residential,1,11229,80228854
Brooklyn Center,2393428,2018,85,Street Lighting - Metered,9,,367631
Brooklyn Center,2393428,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,135161
Brooklyn Center,2393428,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,224874
Brooklyn Center,2393428,2018,85,Total,5,12254,222010814
Brooklyn Park,2393429,2018,85,Commercial,2,2235,163815490
Brooklyn Park,2393429,2018,85,Industrial,3,397,240945260
Brooklyn Park,2393429,2018,85,Residential,1,29525,226898623
Brooklyn Park,2393429,2018,85,Street Lighting - Metered,9,,541052
Brooklyn Park,2393429,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,754878
Brooklyn Park,2393429,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,1072432
Brooklyn Park,2393429,2018,85,Total,5,32157,634027735
Burnsville,2393472,2018,85,Commercial,2,952,41612803
Burnsville,2393472,2018,85,Industrial,3,316,59068899
Burnsville,2393472,2018,85,Residential,1,5709,39603310
Burnsville,2393472,2018,85,Street Lighting - Metered,9,,105108
Burnsville,2393472,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,24966
Burnsville,2393472,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,274347
Burnsville,2393472,2018,85,Total,5,6977,140689433
Carver,2393762,2018,85,Business *,8,99,1139464
Carver,2393762,2018,85,Residential,1,1447,16566257
Carver,2393762,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,110276
Carver,2393762,2018,85,Total,5,1546,17815997
Centerville,2393784,2018,85,Business *,8,63,1490179
Centerville,2393784,2018,85,Residential,1,1223,11870876
Centerville,2393784,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,844
Centerville,2393784,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,62418
Centerville,2393784,2018,85,Total,5,1286,13424317
Champlin,2393797,2018,85,Business,7,412,35157099
Champlin,2393797,2018,85,Residential,1,6130,52945473
Champlin,2393797,2018,85,Street Lighting - Metered,9,,68555
Champlin,2393797,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,799545
Champlin,2393797,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,68025
Champlin,2393797,2018,85,Total,5,6542,89038697
Chanhassen,2393799,2018,85,Business,7,1026,193474041
Chanhassen,2393799,2018,85,Residential,1,7128,74363918
Chanhassen,2393799,2018,85,Street Lighting - Metered,9,,219349
Chanhassen,2393799,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,370012
Chanhassen,2393799,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,420569
Chanhassen,2393799,2018,85,Total,5,8154,268847889
Chaska,2393809,2018,85,Business *,8,,
Chaska,2393809,2018,85,Residential,1,,
Chaska,2393809,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,2921
Chaska,2393809,2018,85,Total,5,0,2921
Circle Pines,2393526,2018,85,Business *,8,,
Circle Pines,2393526,2018,85,Residential,1,141,1296175
Circle Pines,2393526,2018,85,Street Lighting - Metered,9,,7901
Circle Pines,2393526,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,2837
Circle Pines,2393526,2018,85,Total,5,141,1306913
Coates,2393579,2018,85,Business *,8,,
Coates,2393579,2018,85,Residential,1,36,413339
Coates,2393579,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,5828
Coates,2393579,2018,85,Total,5,36,419167
Cologne,2393601,2018,85,Business *,8,92,2604719
Cologne,2393601,2018,85,Residential,1,603,5276524
Cologne,2393601,2018,85,Street Lighting - Metered,9,,5905
Cologne,2393601,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,48703
Cologne,2393601,2018,85,Total,5,695,7935851
Columbia Heights,2393607,2018,85,Business,7,707,50568142
Columbia Heights,2393607,2018,85,Residential,1,8302,54567114.01
Columbia Heights,2393607,2018,85,Street Lighting - Metered,9,,53074
Columbia Heights,2393607,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,53518
Columbia Heights,2393607,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,415615
Columbia Heights,2393607,2018,85,Total,5,9009,105657463
Columbus,2393610,2018,85,Total,5,,
Coon Rapids,2393628,2018,85,Business,7,757,145383659
Coon Rapids,2393628,2018,85,Residential,1,7319,54498854
Coon Rapids,2393628,2018,85,Street Lighting - Metered,9,,18498
Coon Rapids,2393628,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,234520
Coon Rapids,2393628,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,278729
Coon Rapids,2393628,2018,85,Total,5,8076,200414260
Corcoran,2393634,2018,85,Business,7,94,3720617
Corcoran,2393634,2018,85,Residential,1,503,6688195
Corcoran,2393634,2018,85,Street Lighting - Metered,9,,1305
Corcoran,2393634,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,8373
Corcoran,2393634,2018,85,Total,5,597,10418490
Cottage Grove,2393644,2018,85,Business *,8,904,96313149
Cottage Grove,2393644,2018,85,Residential,1,12590,116385497
Cottage Grove,2393644,2018,85,Street Lighting - Metered,9,,611132
Cottage Grove,2393644,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,606016
Cottage Grove,2393644,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,171792
Cottage Grove,2393644,2018,85,Total,5,13494,214087586
Crystal,2393683,2018,85,Business,7,843,45897112
Crystal,2393683,2018,85,Residential,1,9612,67735537
Crystal,2393683,2018,85,Street Lighting - Metered,9,,145569
Crystal,2393683,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,60549
Crystal,2393683,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,139314
Crystal,2393683,2018,85,Total,5,10455,113978081
Dayton,2394471,2018,85,Business *,8,167,5612710
Dayton,2394471,2018,85,Residential,1,758,7721858
Dayton,2394471,2018,85,Street Lighting - Metered,9,,4857
Dayton,2394471,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,1079
Dayton,2394471,2018,85,Total,5,925,13340504
Deephaven,2394486,2018,85,Business *,8,173,3667233
Deephaven,2394486,2018,85,Residential,1,1471,21954176
Deephaven,2394486,2018,85,Street Lighting - Metered,9,,1072
Deephaven,2394486,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,8245
Deephaven,2394486,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,48656
Deephaven,2394486,2018,85,Total,5,1644,25679382
Dellwood,2394503,2018,85,Business *,8,34,279701
Dellwood,2394503,2018,85,Residential,1,436,7828762
Dellwood,2394503,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,10596
Dellwood,2394503,2018,85,Total,5,470,8119059
Eagan,2394586,2018,85,Business,7,1192,351715631
Eagan,2394586,2018,85,Residential,1,4830,29509771
Eagan,2394586,2018,85,Street Lighting - Metered,9,,256063
Eagan,2394586,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,4378
Eagan,2394586,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,195253
Eagan,2394586,2018,85,Total,5,6022,381681096
Eden Prairie,2394614,2018,85,Commercial,2,2348,144359770
Eden Prairie,2394614,2018,85,Industrial,3,639,396558453
Eden Prairie,2394614,2018,85,Residential,1,23980,205535644
Eden Prairie,2394614,2018,85,Street Lighting - Metered,9,,826709
Eden Prairie,2394614,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,153279
Eden Prairie,2394614,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,2020380
Eden Prairie,2394614,2018,85,Total,5,26967,749454235
Edina,2394621,2018,85,Commercial,2,2006,132963732.1
Edina,2394621,2018,85,Industrial,3,383,227198631
Edina,2394621,2018,85,Residential,1,21954,202923580
Edina,2394621,2018,85,Street Lighting - Metered,9,,497550
Edina,2394621,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,165732
Edina,2394621,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,863977
Edina,2394621,2018,85,Total,5,24343,564613202.1
Elko New Market,2394658,2018,85,Business *,8,69,2283841
Elko New Market,2394658,2018,85,Residential,1,859,8981997
Elko New Market,2394658,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,51577
Elko New Market,2394658,2018,85,Total,5,928,11317415
Excelsior,2394717,2018,85,Business,7,322,14133911
Excelsior,2394717,2018,85,Residential,1,1249,8138493
Excelsior,2394717,2018,85,Street Lighting - Metered,9,,30627
Excelsior,2394717,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,60764
Excelsior,2394717,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,30071
Excelsior,2394717,2018,85,Total,5,1571,22393866
Falcon Heights,2394738,2018,85,Business *,8,175,6169253.97
Falcon Heights,2394738,2018,85,Residential,1,1914,12643535.01
Falcon Heights,2394738,2018,85,Street Lighting - Metered,9,,27251
Falcon Heights,2394738,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,20546
Falcon Heights,2394738,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,61869
Falcon Heights,2394738,2018,85,Total,5,2089,18922454.98
Farmington,2394747,2018,85,Business *,8,399,30424774
Farmington,2394747,2018,85,Residential,1,3874,34799448
Farmington,2394747,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,7888
Farmington,2394747,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,325312
Farmington,2394747,2018,85,Total,5,4273,65557422
Forest Lake,2394789,2018,85,Commercial,2,664,24275284
Forest Lake,2394789,2018,85,Industrial,3,92,31685941
Forest Lake,2394789,2018,85,Residential,1,6428,54387365.01
Forest Lake,2394789,2018,85,Street Lighting - Metered,9,,60715
Forest Lake,2394789,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,7663
Forest Lake,2394789,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,146733
Forest Lake,2394789,2018,85,Total,5,7184,110563701
Fridley,2394826,2018,85,Business,7,1706,335039536
Fridley,2394826,2018,85,Residential,1,11920,79049785
Fridley,2394826,2018,85,Street Lighting - Metered,9,,137921
Fridley,2394826,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,138426
Fridley,2394826,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,376027
Fridley,2394826,2018,85,Total,5,13626,414741695
Gem Lake,2394871,2018,85,Business *,8,65,1930948.99
Gem Lake,2394871,2018,85,Residential,1,187,2885429
Gem Lake,2394871,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,4368
Gem Lake,2394871,2018,85,Total,5,252,4820745.99
Golden Valley,2394924,2018,85,Business,7,1181,253978967
Golden Valley,2394924,2018,85,Residential,1,9758,76518200
Golden Valley,2394924,2018,85,Street Lighting - Metered,9,,365543
Golden Valley,2394924,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,108117
Golden Valley,2394924,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,719196
Golden Valley,2394924,2018,85,Total,5,10939,331690023
Grant,2394963,2018,85,Business *,8,162,4973807
Grant,2394963,2018,85,Residential,1,1582,22734802
Grant,2394963,2018,85,Street Lighting - Non-Metered/Customer Owned,10,,3945
Grant,2394963,2018,85,Total,5,1744,27712554
Greenfield,2394988,2018,85,Business *,8,,
Greenfield,2394988,2018,85,Residential,1,452,5986452
Greenfield,2394988,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,3718
Greenfield,2394988,2018,85,Total,5,452,5990170
Ham Lake,2394273,2018,85,Business *,8,,
Ham Lake,2394273,2018,85,Total,5,,
Hamburg,2394274,2018,85,Business *,8,34,522467
Hamburg,2394274,2018,85,Residential,1,237,2258829
Hamburg,2394274,2018,85,Street Lighting - Metered,9,,3513
Hamburg,2394274,2018,85,Street Lighting - Non-Metered/Xcel-Owned,11,,11141
Hamburg,2394274,2018,85,Total,5,271,2795950
